article_id;id_institucion;id_version;additionaltype;nombre;nombre_oficial;url;descripcion;direccion;email;telefono;imagen;ubicacion;logo;autoridad;vision;mision;publicservantlist;version;structureid;tipoinstitucion;latitud;longitud;abreviatura
221304;221306;484232;"";Ministerio de Trabajo Empleo y Seguridad Social (MTESS);Ministerio de Trabajo Empleo y Seguridad Social (MTESS);http://www.mtess.gov.py;"El Ministerio de Trabajo, Empleo y Seguridad Social, en adelante el Ministerio, es un órgano del Poder Ejecutivo, de orden público, al que corresponde la tutela de los derechos de los trabajadores y las trabajadoras, en materia de trabajo, empleo y seguridad social, como policía laboral en su carácter de Autoridad Administrativa del Trabajo.";Luis Alberto de Herrera esquina Paraguarí;info@mtess.gov.py;021 448183 – 021 493202;"";Asunción - Paraguay;"";Dr. Guillermo Sosa;"Velar por la protección de los trabajadores y las trabajadoras en sus distintas dimensiones, garantizando el respeto de sus derechos, especialmente de quienes se encuentren en condiciones de vulnerabilidad.

	Cumplir y hacer cumplir la legislación nacional, los contratos colectivos, los tratados, convenios y acuerdos internacionales aprobados y ratificados por nuestro país en materia de trabajo, empleo y seguridad social y vigilar su aplicación y cumplimiento.

	Fomentar relaciones laborales basadas en el diálogo y la cooperación entre los actores y en sus distintos niveles.

	Formular, planear, dirigir, coordinar, ejecutar, supervisar y evaluar las políticas nacionales y sectoriales en las materias socio-laborales, derechos fundamentales en el ámbito laboral incorporando la perspectiva de género, seguridad y salud en el trabajo, difusión de la normativa, información laboral y del mercado de trabajo, diálogo social, en los conflictos y relaciones de trabajo, seguridad social, inspección del trabajo, promoción del empleo, intermediación laboral, formación profesional y capacitación para el trabajo, normalización y certificación de competencias laborales, autoempleo, reconversión laboral y migración laboral.";"Ejercer la regulación administrativa y de contralor de lo relacionado con el trabajo, el empleo y la seguridad social.

	Determinar los objetivos y las políticas del área de su competencia y ejecutar los planes, programas y proyectos respectivos.

	Promover reformas de la legislación y elaborar proyectos, leyes y decretos.

	Elaborar, ejecutar y fiscalizar las normas generales y particulares referidas a higiene, salud, seguridad y medicina del trabajo en los lugares o ambientes donde se desarrollan las tareas, en las empresas ubicadas en el territorio nacional, organismos y empresas del Estado y en las empresas binacionales.

	Brindar asesoramiento técnico a los empleadores y trabajadores y a sus respectivas asociaciones que lo soliciten.

	Estudiar y examinar periódicamente la situación de las personas empleadas, desempleadas o subempleadas a la luz de la legislación y la práctica relativa a las condiciones de trabajo, de empleo y de vida profesional, señalar los defectos y abusos en tales condiciones y presentar propuestas sobre los métodos para remediarlos.

	Educar a la población en materia de derechos, deberes y obligaciones laborales, a fin de prevenir conflictos individuales y colectivos del trabajo.

	Entender en todo lo relativo al régimen del contrato de trabajo y de la relación de trabajo.

	Entender en lo relativo al derecho de sindicalización; y en las negociaciones y convenciones colectivas de trabajo sectorial e integral.

	Intervenir en el tratamiento de los conflictos individuales y colectivos extrajudiciales de trabajo, ejerciendo facultades de mediación y conciliación con arreglo a las disposiciones previstas en esta ley.

	Ejercer el poder de policía en el orden laboral y de seguridad social y coordinar las políticas y los planes de fiscalización, en especial lo relativo al control de empleos no registrados.

	Elaborar, aplicar y fiscalizar el régimen de trabajo de mujeres, menores de edad, personas con discapacidad y otros grupos en condiciones de vulnerabilidad.

	Generar políticas y programas de prevención y combate al trabajo forzoso o servidumbre por deuda, así como de la explotación infantil en el ámbito laboral.

	Promover la igualdad de oportunidades y de trato entre varones y mujeres en el acceso al empleo y en el trabajo, así como la protección de la maternidad.

	Intervenir en la elaboración y ejecución de las normas que orientan la política salarial del sector privado.

	Intervenir en la coordinación y armonización de los planes de empleo con los planes económicos y sociales.

	Participar en la preparación, administración, coordinación, control y revisión de la política nacional de empleo.

	Intervenir en la vinculación entre el empleo, la formación y capacitación laboral, la producción y la tecnología.

	Intervenir en la elaboración de las políticas de migraciones laborales internas y externas.

	Entender en la elaboración de estadísticas, estudios y encuestas que proporcionen un mejor conocimiento de la problemática del trabajo, el empleo y el desempleo, la formación y capacitación laboral, la prevención de riesgos laborales, los ingresos y la seguridad social.

	Participar en los asuntos referidos a la actividad de los organismos internacionales en las materias que corresponden a las áreas de su competencia.

	Propiciar la elaboración, de programas y regímenes integrados de seguridad social del sector público y del sector privado.

	Intervenir en la supervisión de los organismos y entidades correspondientes, en coordinación con los otros Ministerios del Poder Ejecutivo.

	Profesionalizar la carrera del fiscalizador mediante su capacitación continua en la materia";"";1.1;13527;1;-25.287588;-57.631817;
13815;13817;536034;http://www.mjt.gov.py;Ministerio de Justicia y Trabajo;Ministerio de Justicia y Trabajo;http://www.mjt.gov.py;"El Ministerio de Justicia y Trabajo es el ente rector y generador de las políticas de empleo y seguridad social, a través de un desempeño eficaz y eficiente, destacado por una gestión administrativa transparente, la lucha contra la corrupción y el respeto a los Derechos Humanos.";Avda. Dr. José Gaspar Rodríguez de Francia esq. Estados Unidos;info@mjt.gov.py;(021) 493-209;"";Asunción - Paraguay;"";Sheila Abed;"El Ministerio de Justicia y Trabajo es una Institución de servicio público con capacidad de posiblilitar el acceso a la Justicia para todos de manera eficiente, eficaz, transparente, pacífica, oportuna y en igualdad de condiciones, y con la capacidad de promover, proteger y garantizar el ejercicio pleno de los Derechos Humanos de todos los paraguayos y paraguayas.";Promover la efectiva vigencia de los Derechos Humanos y velar por el estricto cumplimiento del Régimen Laboral y de los Derechos Individuales y Colectivos de los Trabajadores.;http://www.mjt.gov.py/descargas/documentos/102430/funcionarios_mjt.pdf;2.5;13527;1;-25.294949;-57.631842;
29628;29630;29629;Gabinete Militar;Gabinete Militar;Gabinete Militar;http://www.gabimil.mil.py/;"El Gabinete Militar de la Presidencia de la República, fue creado durante la Presidencia del Gral. HIGINIO MORINIGO por Decreto – Ley Nº 3.872 de fecha 31 de mayo de 1944, que organiza los servicios de la Presidencia de la República.
Posteriormente, con el Decreto  Nº 4.000 de fecha 9 de junio de 1944 queda reglamentado sus funciones, dándole fuerza legal a una institución que tiene sus inicios en tiempos del  Mcal. FRANCISCO SOLANO LOPEZ"" quien contaba con Ayudantes Militares durante la guerra contra la Triple Alianza.";El Paraguayo Independiente entre Oleary y Ayolas;SIN DATOS;+59521 4140200;"";Asunción - Paraguay;"";Cnel. DEM Juan José Casaccia Furiasse;SIN DATOS;"El Gabinete Militar es el órgano representante de las Fuerzas Armadas de la Nación en la Presidencia de la República, encargado de asistir al Señor Presidente de la República en el ámbito militar y para los fines protocolares previstos en el Ceremonial del Estado.

	Le están confiadas la seguridad del Excelentísimo Señor Presidente de la República, durante su permanencia en el Palacio de Gobierno, la seguridad de las instalaciones, su área de influencia y la coordinación de los medios a ser empleados en la seguridad del Presidente de la República, en todo el territorio nacional y cuando se traslada al exterior del país.";SIN DATOS;1;13527;0;-25.277501;-57.637489;
46356;46358;46751;Crédito Agrícola de Habilitación (CAH);Crédito Agrícola de Habilitación (CAH);Crédito Agrícola de Habilitación;http://www.cah.gov.py/;"Es un ente autárquico con personería jurídica, patrimonio, contabilidad y administración propios, instituida el 21 de diciembre de 1943 y regida por Carta Orgánica Ley N° 551/75.";Carios 362 casi William Richardson;info@cah.gov.py;595215690100;"";Asunción - Paraguay;"";Amanda León;"Ser una institución referente en micro finanzas que ofrece servicios financieros integrales, innovadores y adecuados a las necesidades de la agricultura familiar campesina y de otros microempresarios especialmente rurales, que impulsen la economía familiar";"Brindar servicios financieros, técnicos y de organización al sector productivo preferentemente rural, buscando mejorar el ingreso, la capitalización de las unidades productivas y el acceso a otros servicios del mercado.";http://www.cah.gov.py/sites/default/files/documents/files/nomina.pdf;1.3;13527;3;-25.307936;-57.605454;
46413;46415;46963;Dirección de Beneficencia y Ayuda Social (DIBEN);Dirección de Beneficencia y Ayuda Social;Dirección de Beneficencia y Ayuda Social;http://www.diben.org.py/;SIN DATOS;Mcal. Lopez esq. EE.UU.;diben@diben.org.py;+59521225801/ 4;"";Asunción - Paraguay;"";Fernando Antonio Mendoza Rojas;"Somos una insitución referencial de la responsabilidad solidaria del Estado dirigida a personas y grupos en situación de vulnerabilidad, que apoya e implementa iniciativas y proyectos de desarrollo comunitario y brinda servicios en salud con la provisión de insumos para medicina de alta complejidad y alto costo.";Apoyar e implementar proyectos y servicios a la población en situación de vulnerabilidad mediante el fortalecimiento de iniciativas comunitarias y de las Organizaciones de la Sociedad Civil - OSC y la provision de insumos para medicina de alta complejidad y alto costo.;http://www.diben.org.py/ejes.php?id=34;1.4;13527;3;-25.285898;-57.625294 ;
47034;47036;47035;Dirección Nacional de Contrataciones Públicas (DNCP);Dirección Nacional de Contrataciones Públicas;Dirección Nacional de Contrataciones Públicas;https://www.contrataciones.gov.py/;SIN DATOS;E.E.U.U. 961 c/ Tte. Fariña;dncp@contrataciones.gov.py;+59521 4154000;"";Asunción - Paraguay;"";Pablo Fernando Seitz Ortiz;"Facilitar contrataciones públicas eficaces, económicamente óptimas, sustentables y con ecuanimidad, mediante procesos estandarizados, eficientes y confiables, ejecutados en su totalidad sobre plataforma electrónica.";"Regular, difundir, controlar, verificar y optimizar las contrataciones públicas, mediante procesos de calidad y eficiencia, orientados a la excelencia en la gestión.";https://www.contrataciones.gov.py/sicpfiles/LISTA.pdf;1;13527;3;-25.292945;-57.629481;
50398;50400;50409;"Instituto Nacional de Tecnología, Normalización y Metrología (INTN)";"Instituto Nacional de Tecnología, Normalización y Metrología";"Instituto Nacional de Tecnología, Normalización y Metrología";http://www.intn.gov.py/;"Somos una Entidad autárquica y descentralizada de investigación y asistencia técnica en el campo de las actividades científico-tecnológicas, con personería jurídica propia y jurisdicción en todo el territorio paraguayo.";Avda. Artigas 3973 e/ General Roa;intn@intn.gov.py;+59521 290 160 / 290 266;"";Asunción - Paraguay;"";Ever Cabrera;"Ser una institución reconocida nacional e internacionalmente por la calidad e innovación de sus servicios en el campo científico, técnico y tecnológico.";"Servir a la sociedad mediante la asistencia técnica, normalización, certificación, metrología, investigación científica e innovación con un enfoque de responsabilidad social para el desarrollo nacional.";"http://www.intn.gov.py/intn/sites/default/files/paginas_archivos/Personal%20Nombrado.pdf

	http://www.intn.gov.py/intn/sites/default/files/paginas_archivos/Personal%20Contratado_1.pdf";1.2;13527;3;-25.254333;-57.583889;
46464;46466;50753;Dirección Nacional de Transporte (DINATRAN);Dirección Nacional de Transporte;Dirección Nacional de Transporte;http://www.dinatran.gov.py/;"La Dirección Nacional de Transporte (DINATRAN) es un ente descentralizado con Personería Jurídica de Derecho Público.

	Fue creada el 16 de setiembre de 2000, mediante la Ley Nº 1590/00, como entidad reguladora de los servicios de transportes de pasajeros y cargas nacional e internacional y como organismo de aplicación de convenios y acuerdos en el ámbito de su competencia.";"Ruta Nº2 Mcal. Estigarribia, Km 14";dinatran@dinatran.gov.py;"59521 582145, 595 21582990, 59521 586289";"";San Lorenzo - Paraguay;"";Carlos Raul Peralta Raggini;"Consolidar a la DINATRAN por medio de la implementación, gestión y mejoramiento de sus procesos, generando la confiabilidad de los usuarios y operadores del sistema.";"Regular el sistema del transporte por carretera nacional e internacional de pasajeros y cargas de manera segura, eficiente y económica.";http://www.dinatran.gov.py/docum/NOMINA%20FUNCIONARIOS%20OCTUBRE_2013.pdf;1.5;13527;3;-25.341456;-57.497889;
46707;46709;56088;Dirección Nacional de Aduanas (DNA);Dirección Nacional de Aduanas;Dirección Nacional des (DNA);http://www.aduana.gov.py/;"La Dirección Nacional de Aduanas es la Institución encargada de aplicar la legislación aduanera, recaudar los tributos a la importación y a la exportación, fiscalizar el tráfico de mercaderías por las fronteras y aeropuertos del país, ejercer sus atribuciones en zona primaria y realizar las tareas de represión del contrabando en zona secundaria (Art. 1º de la Ley 2422/2004 – Código Aduanero).";El Paraguayo Independiente y Colón;car@aduana.gov.py;+59521 4162100;"";Asunción - Paraguay;"";Nelson Daniel Valiente Saucedo;"Ser una institución líder, reconocida internacionalmente por su modelo de gestión, sustentado en infraestructura, tecnología de vanguardia, capital humano calificado, motivado y confiable.";"Somos una institución autónoma facilitadora del comercio internacional, responsable de una eficiente recaudación de los tributos y fiscalización del tráfico de mercadería.";http://www.aduana.gov.py/1492-1-nomina-de-funcionarios.html;1.5;13527;3;-25.276607;-57.639403 ;
56129;56131;56138;Instituto Nacional de Desarrollo Rural y de la Tierra (INDERT);Instituto Nacional de Desarrollo Rural y de la Tierra;Instituto Nacional de Desarrollo Rural y de la Tierra;http://www.indert.gov.py/web/;Es la principal institución pública encargada de la ejecución de la reforma agraria. Fue creado por Ley Nº 2419 en julio de 2004.;Tacuary 276;SIN DATOS;+59521 443161;"";Asunción - Paraguay;"";Justo Cárdenas;"La Visión del Instituto Nacional de Desarrollo Rural y de la Tierra se enmarca en; la accesibilidad a la tierra propia para las familias campesinas (trabajadores rurales), y en la sostenibilidad económica mediante la generación de productos rentables; ofreciendo la suficiente infraestructura para educación, salud y establecimiento de un espíritu solidario, organizado, capacitado y proactivo para el desarrollo agrario.";"Como institución responsable de promover la integración armónica de la población campesina al desarrollo al desarrollo económico y social de la Nación, el Instituto Nacional de Desarrollo Rural y de la Tierra deberá adecuar la estructura agraria promoviendo el acceso a la tierra rural, saneando y regularizando su tenencia, coordinando y creando las condiciones propicias para el desarrollo que posibilite el arraigo conducente a la consolidación de los productores beneficiarios, configurando estrategias que integren participación, productividad y sostenibilidad ambiental.";http://www.indert.gov.py/web/images/archivos/Nomina.pdf;1.1;13527;3;-25.285479;-57.628341;
63293;63295;63332;Instituto Nacional de Cooperativismo (INCOOP);Instituto Nacional de Cooperativismo;Instituto Nacional de Cooperativismo;http://www.incoop.gov.py/v1/;"El Instituto Nacional de Cooperativismo, INCOOP, creado por La Ley 2157/03: ""Que regula el funcionamiento del INCOOP y establece su carta Orgánica"" expresa en su Art. 1: Es persona jurídica de derecho público, autónoma y autárquica, de duración indefinida, será la Autoridad de Aplicación de la Legislación Cooperativa y Autoridad de Control de los Entes Cooperativos, y se regirá por las disposiciones de la presente Ley, los reglamentos y demás normas relativas al Cooperativismo.";Avda. 25 de Mayo 1684 c/ Rca. Francesa;gabinete@incoop.gov.py;+59521 226989 (RA);"";Asunción - Paraguay;"";Valentín Galeano;"Ser reconocida como la mejor Institución Pública por su alto nivel de eficiencia y credibilidad, mediante la innovación continua, con una organización estructurada racionalmente, y un equipo humano con altas cualidades personales y profesionales que asegura el mantener la excelencia en los servicios que presta, potenciando su influencia a nivel público y privado.";"Nuestra misión es precautelar la estabilidad del Sector Cooperativo, mediante la regularización y supervisión adecuada, garantizando un trato equitativo a todos los clientes en base a los valores que rigen la institución a través de la búsqueda permanente del Desarrollo Integral de sus Recursos Humanos, y la promoción de Políticas Públicas Para el Desarrollo del Sector.";http://www.incoop.gov.py/v1/wp-content/uploads/2013/11/SALARIO-OFICIAL-DE-FUNCIONARIOS-INCOOP2.pdf;1.2;13527;3;-25.292283;-57.618901;
63352;63354;63387;Instituto Nacional de Salud (INS);Instituto Nacional de Salud;Instituto Nacional de Salud;http://www.ins.gov.py/;"El Instituto Nacional de Salud, es la institución que ejerce el liderazgo técnico para fortalecer el ejercicio de rectoría del Ministerio de Salud Pública y Bienes­tar Social en el Sector Salud, contribuyendo en la formulación, evaluación e implementación de políticas, en las áreas de formación y capacitación de re­cursos humanos en salud pública, investigación e información científica en salud.";Avda. Santísima Trinidad y Pasaje Francia;ins@ins.gov.py;+59521 296210;"";Asunción - Paraguay;"";Angilberto Paredes;"El INS busca lograr la eficiencia en la conducción, liderazgo, estructura y funciones promoviendo cambios en la cultura institucional, mediante un proceso de trabajo transformador que le facilite cumplir con la MISION asignada en el marco de la Rectoría del MSP y BS.";"Contribuir, con la formación y capacitación de los recursos humanos del sector salud, la producción y la administración del conocimiento, al fortalecimiento del ejercicio de la rectoría sectorial, la ampliación de la cobertura sanitaria, la calidad de la atención y la participación social; dentro del marco de la equidad y el desarrollo humano sostenible.";SIN DATOS;1.2;13527;3;-25.261669;-57.575435;
63505;63507;63572;Servicio Nacional de Calidad y Salud Animal (SENACSA);Servicio Nacional de Calidad y Salud Animal;Servicio Nacional de Calidad y Salud Animal;http://www.senacsa.gov.py/web/;SIN DATOS;Km 10 1/2 Ruta Mcal. Estigarribia;info@senacsa.gov.py;+595 21 505 727 / 501 374;"";San Lorenzo - Paraguay;"";Hugo Idoyaga;Servicio Pecuario Oficial promoviendo la Competitividad del Sector para el Desarrollo.;"Apoyar la política pecuaria nacional.
	
		Incrementar la competitividad, la sostenibilidad y la equidad.
	
		Fomentar la productividad con calidad animal.
	
		Preservar la sanidad animal y la salud pública.
	
		Garantizar la inocuidad de los alimentos.
	
		Fomentar el desarrollo económico con responsabilidad social y medio ambiental.";"http://www.senacsa.gov.py/web/pdf/nomina_funcionarios/listado_funcionarios_permanentes.pdf

	http://www.senacsa.gov.py/web/pdf/nomina_funcionarios/listado_funcionarios_contratados.pdf";1.3;13527;3;-25.340453;-57.530739;
55728;55730;63579;Ente Regulador de Servicios Sanitarios (ERSSAN);Ente Regulador de Servicios Sanitarios (ERSSAN);Ente Regulador de Servicios Sanitarios;http://www.erssan.gov.py/;"El Ente Regulador de Servicios Sanitarios (ERSSAN) es una entidad autárquica dependiente de la Presidencia de la República que funciona desde el año 2000 como resultado de la promulgación de la Ley 1614. Desarrolla actividades administrativas, jurídicas, técnicas y de supervisión para garantizar que los prestadores de agua potable y saneamiento se extiendan a todo el país, provean sus servicios con la calidad y cantidad necesarias, y que su precio sea justo y sostenible.";Avda. Artigas 1921 Edificio Automotor 1er. Piso;SIN DATOS;+59521 283556;"";Asunción - Paraguay;"";Cristina Muñoz;"Propender a que los prestadores del servicio de provisión de agua potable y saneamiento brinden cobertura a toda la población del país, para garantizar tanto la calidad y la continuidad de la prestación con precios justos, tendiendo a la sostenibilidad del servicio, al logro del autocontrol por parte de las empresas, así como la renovación de las inversiones.";"Garantizar que los prestadores de agua potable y saneamiento del país provean sus servicios, brinden la calidad y cantidad necesarias, que su precio sea justo y sostenible en el largo plazo. Esta responsabilidad sea cumplida buscando promover la transparencia en el mercado, desarrollando una actuación eficiente y eficaz.";SIN DATOS;1.2;13527;3;-25.271325;-57.604918;
50525;50527;63598;Dirección Nacional de Aeronáutica Civil (DINAC);Dirección Nacional de Aeronáutica Civil;Dirección Nacional de Aeronáutica Civil;http://www.dinac.gov.py/v2/;SIN DATOS;"Avda. Mcal. López e/Vice Pdte. Sánchez y 22 de Setiembre, 2do. Piso";presiden@dinac.gov.py;+59521 203615;"";Asunción - Paraguay;"";Luis Manuel Aguirre Martinez;SIN DATOS;SIN DATOS;SIN DATOS;1.1;13527;3;-25.293333;-57.612696;
45355;45357;63600;Comisión Nacional de Telecomunicaciones (CONATEL);Comisión Nacional de Telecomunicaciones CONATEL;Comisión Nacional de Telecomunicaciones CONATEL;http://www.conatel.gov.py/;"La Comisión Nacional de Telecomunicaciones, entidad autárquica con personería jurídica de derecho público, encargada de la regulación de las telecomunicaciones nacionales.";Presidente Franco N° 780 esq. Ayolas;informatica@conatel.gov.py;595214382000;"";Asunción  –  Paraguay;"";Eduardo Neri González Martinez;"Lograr el bienestar general de la población en materia de conectividad, calidad, continuidad y universalización de acceso a las telecomunicaciones garantizando la igualdad y libre competencia";"Planificar, Organizar y Controlar de manera eficaz y eficiente el proceso de regulación técnico y administrativo de las telecomunicaciones de conformidad a las normas válidas y vigentes";"http://www.conatel.gov.py/index.php?option=com_content&amp;view=article&amp;id=9&amp;Itemid=149";1.3;13527;3;-25.278864;-57.638448;
46793;46795;63769;Instituto Paraguayo de Artesanía (IPA);Instituto Paraguayo de Artesanía;Instituto Paraguayo de Artesanía;http://www.artesania.gov.py/;"El Instituto Paraguayo de Artesanía, fue creado por Ley Nº 2448/2004 y tiene por objeto promover el desarrollo de la artesanía nacional, estimular y proteger al artesano, buscar canales de comercialización e incentivar la formación de artesanos entre otras funciones. Es una entidad autárquica, descentralizada, con personería jurídica y patrimonio propio. Esta entidad estará sujeta a las disposiciones de derecho público. 

	Toda aquella actividad económica de creación, producción, restauración o reparación de bienes de valor artístico o popular, así como la artesanía siempre que tales actividades se realicen mediante procesos en los que la actividad desarrollada sea predominantemente manual. Para obtener tal consideración deberá estar incluida en el listado de oficios artesanos Ley 2448/04. 

	Es uno de los Objetivos del Instituto el de ""elevar el nivel de vida de las comunidades artesanales fortaleciendo el desarrollo de sus núcleos, capacidad productiva y de comercialización, generando alianzas de acuerdo con la demanda del mercado nacional e internacional, por medio de la competitividad.";Dr. Prieto c/ Cap. Nicolas Bliloff;ipa@artesania.gov.py;(59521) 526536;"";Asunción - Paraguay;"";Esmilse Bobadilla;Una institución que facilita los estudios de factibilidad posibilitando los procesos de formalización para un mejor posicionamiento de los productos artesanales;Promover la artesanía como patrimonio cultural e identidad de nuestra nación y fomentarla para su conservación y como una vía para el desarrollo económico de los artesanos preservando el acervo artesanal de nuestra cultura.;http://www.artesania.gov.py/index.php/component/content/article/54-hola/117-nomina-de-funcionarios;1.4;13527;3;-25.304410;-57.562211;
62313;62315;64939;Instituto Forestal Nacional (INFONA);Instituto Forestal Nacional;Instituto Forestal Nacional;http://www.infona.gov.py/;SIN DATOS;"Ruta Nº 2 ""Mcal. Estigarribia"". Km. 10 1/2";SIN DATOS;+59521 570518 - 570519;"";San Lorenzo - Paraguay;"";Rolando Gabriel de Barros Barreto Acha;SIN DATOS;SIN DATOS;http://www.infona.gov.py/nomina-de-funcionarios;1.1;13527;3;-25.337854;-57.526996;
56237;56239;76531;Servicio Nacional de Calidad y Sanidad Vegetal y de Semillas (SENAVE);Servicio Nacional de Calidad y Sanidad Vegetal y de Semillas;Servicio Nacional de Calidad y Sanidad Vegetal y de Semillas;http://www.senave.gov.py/;"Creado por Ley Nº 2459, del 4 de octubre de 2004, el Servicio Nacional de Calidad y Sanidad Vegetal y de Semillas (SENAVE) es un ente autárquico formado a partir de la fusión de la Dirección de Defensa Vegetal, la Dirección de Semillas, la Oficina Fiscalizadora de Algodón y Tabaco y el Departamento de Comercialización Interna y Externa de Productos y Subproductos Vegetales. Estos organismos correspondían originalmente al Ministerio de Agricultura y Ganadería. Pero el SENAVE recién funciona como institución en el 2005.";Humaitá Nº 145 c/ Ntra. Sra. de la Asunción.;consultas@senave.gov.py;+59521 445-769 / 441-549 / 451-910;"";Asunción - Paraguay;"";Francisco Regis Mereles Maciel;SIN DATOS;"El SENAVE tendrá como misión apoyar la política agroproductiva del Estado, contribuyendo al incremento de los niveles de competitividad, sostenibilidad y equidad del sector agrícola, a través del mejoramiento de la situación de los recursos productivos respecto a sus condiciones de calidad, fitosanidad, pureza genética y de la prevención de afectaciones al hombre, los animales, las plantas y al medio ambiente, asegurando su inocuidad.";http://www.senave.gov.py/lista-de-funcionarios.html;1.1;13527;3;-25.286165;-57.636728;
55767;55769;78828;Fondo Ganadero (FG);Fondo Ganadero;Fondo Ganadero;http://www.fondogan.gov.py/;"Ente autárquico, revestirá la forma de Entidad Financiera de Desarrollo y Asistencia Técnica del Estado, con personería jurídica reconocida, patrimonio, contabilidad y administración propios, que se regirá por las disposiciones de la presente Ley, disposiciones legales afines y resoluciones de su Comité de Administración.";Avda. Mcal. López 1699 esq. República Dominicana;sgeneral@fondogan.gov.py;+59521 227 288;"";Asunción - Paraguay;"";Martín Maciel;SIN DATOS;"Entidad financiera competitiva con responsabilidad social y ambiental orientada al productor pecuario, mediante la atención personalizada, la asistencia técnica, que se consolida a través de sus carteras y el comercio internacional.";http://www.fondogan.gov.py/media/Lista_de_Funcionarios.pdf;1.3;13527;3;-25.292632;-57.606103;
148045;148047;148126;Administración Nacional de Electricidad;Administración Nacional de Electricidad;Administración Nacional de Electricidad;http://www.ande.gov.py/;"La ANDE es una institución autárquica, descentralizada de la Administración Pública, de duración ilimitada, con personería jurídica y patrimonio propio. Estará sujeta a las disposiciones civiles y comerciales comunes, en todo lo que no estuviera en oposición a las normas contenidas en la Ley N° 966 y su posterior ampliación.";España 1268 casi Padre Cardozo;SIN DATOS;+595 21 211001 /20;"";Asunción - Paraguay;"";Víctor Raúl Romero Solís;"Ser una empresa pública moderna y eficiente, líder en la prestación de servicios en el país y calificada entre las mejores del sector eléctrico de la región";"Satisfacer las necesidades de energía eléctrica del país y actuar en el sector eléctrico regional, con responsabilidad social y ambiental y excelencia en la administración y el servicio, para contribuir al desarrollo del Paraguay y al bienestar de su población.";http://www.ande.gov.py/documentos/NOMINA_PERSONAL_PERCIBEN_SALARIO.pdf;1.1;13527;4;-25.288823;-57.612393;
148150;148152;148151;Banco Nacional de Fomento;Banco Nacional de Fomento;Banco Nacional de Fomento;http://www.bnf.gov.py/;"El Banco Nacional de Fomento es una Institución autárquica con personería jurídica, cuyo patrimonio se considera jurídicamente separado de los bienes del Estado.";Independencia Nacional esq. Cerro Corá;correo@bnf.gov.py;(+595 21) 419 1000;"";Asunción - Paraguay;"";Carlos Alberto Pereira Olmedo;"Banco Público de desarrollo, eficiente, solido y competitivo, con mayor cobertura geográfica del país, reconocido a nivel nacional como líder en el financiamiento de los sectores productivos, con servicios bancarios de calidad y compromiso social.";"Impulsar el desarrollo económico y social del país, a través de la promoción  y el financiamiento de programas de fomento de los sectores productivos, con productos y servicios bancarios competitivos y de calidad, que contribuyan al mejoramiento de las condiciones de vida de las personas.";http://www.bnf.gov.py/archivos/BNF_SALARIOS_2014.pdf;1;13527;4;-25.283669;-57.634380;
149912;149914;150059;Empresa de Servicios Sanitarios del Paraguay S.A.;Empresa de Servicios Sanitarios del Paraguay S.A.;Empresa de Servicios Sanitarios del Paraguay S.A.;http://www.essap.com.py/essap/;"El ente regulador del sector es la ERSSAN (Ente Regulador de Servicios Sanitarios) creado por Ley 1614 del 2 de Noviembre de 2000, sancionada para crear el MARCO REGULATORIO Y TARIFARIO DEL SERVICIO PUBLICO DE AGUA POTABLE Y ALCANTARILLADO SANITARIO DE LA REPUBLICA DEL PARAGUAY.CORPOSANA entidad sujeta al proceso de reorganización y transformación, es declarada por medio de la Ley 1615, ""Entidades Públicas del Estado en Reforma o Transformación"" EPERT. REORGANIZACIÓN es definida como un proceso de reestructuración interno sin alterar su naturaleza jurídica. TRANSFORMACIÓN es su conversión en Personas Jurídicas que pasarán a regirse por el Derecho Privado.";José Berges 516 e/ San José y Brasil;prensa.essapsa@gmail.com;0800-11-0888/162 (R.A.);"";Asunción - Paraguay;"";Osmar Sarubbi;SIN DATOS;SIN DATOS;http://www.essap.com.py/essap/index.php/documentaciones/nomina-de-funcionarios;1.3;13527;4;-25.286822;-57.621047 ;
63410;63412;161803;Instituto Paraguayo del Indígena (INDI);Instituto Paraguayo del Indígena;Instituto Paraguayo del Indígena;http://www.indi.gov.py/;"El Instituto Paraguayo del Indígena (INDI) es una entidad autónoma que tiene como misión garantizar el cumplimiento de los derechos indígenas de modo articulado y coordinado con otras instituciones, armonizando los mandatos legales del Estado con la participación de los pueblos indígenas.";Don Bosco 745 e/ Haedo y Humaita;"comunicacion@indi.gov.py  

	informatica@indi.gov.py";+59521 452280;"";Asunción - Paraguay;"";Jorge Servín;"Una institución líder, fuerte, eficiente, ágil y transparente, que propicia la participación indígena en todos los ámbitos del Estado Paraguayo y la sociedad.";"Garantizar el cumplimiento de los derechos indígenas de modo articulado y coordinado con otras instituciones, armonizando los mandatos legales del Estado con la participación de los pueblos indígenas.";SIN DATOS;1.4;13527;3;-25.280277;-57.645698;
