articleId,resourcePrimKey,idInstitucion,urlTitle,id_,name,url,description,provider,serviceType,produces,alternateName,address,email,telephone,availableChannel,serviceArea,serviceAudience,serviceOperator,requiresDocumentation,price,paymentMethod,diasdeatencion,tiempoestimado,version,structureId
29433,29435,13746,licencia-y-renovacion-de-la-practica-tipo-i-teleterapia-y-braquiterapia-y-tipo-ii-medicina-nuclear-servicios-,633971,Licencia y renovación de la práctica tipo I (teleterapia y braquiterapia) y tipo II (medicina nuclear),http://www.mspbs.gov.py,"Solicitud para la obtención de licencia y renovación de prácticas de medicina nuclear (diagnóstico y terapia) teleterapia y braquiterapia (control del trabajador ocupacionalmente expuesto, la instalación de blindaje y evaluación del equipo asociado a la práctica).","MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL
-
Dirección de Protección Contra las Radiaciones de Uso y Aplicación en Medicina
-
DEPARTAMENTO DE PROTECCION RADIOLOGICA","Solicitud para la obtención de licencia y renovación de prácticas de medicina nuclear (diagnóstico y terapia) teleterapia y braquiterapia (control del trabajador ocupacionalmente expuesto, la instalación de blindaje y evaluación del equipo asociado a la práctica).",Licencias y renovaciones,,Brasil y Fulgencio R. Moreno,radiologia.mspbs@gmail.com,(595) 21 204-714,"El trámite es presencial, cuando la presencia física de la persona es indispensable para realizar el trámite.",Territorio Nacional,Ciudadanía,http://www.tramitesparaguay.gov.py/licencia-y-renovacion-de-la-practica-tipo-i-teleterapia-y-braquiterapia-y-tipo-ii-madiicna-nuclear/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				1. Solicitud firmada por el representante legal (la persona física o jurídica) a cargo de la instalación, según modelo establecido por el Ministerio de Salud y Bienestar Social; Formulario: FORM-PR/001
			
				X
			
				 
			
				 
		
		
			
				2. Declaración jurada firmada por el responsable legal y encargado de protección radiológica (proveído por el Ministerio de Salud Pública y Bienestar Social)
			
				X
			
				 
			
				 
		
		
			
				3. Formulario para Licencia de la Práctica. Formulario: FORM. – PR002
			
				X
			
				 
			
				 
		
		
			
				4 Organigrama, incluyendo la asignación de responsabilidades y claras líneas de autoridad asociadas con la seguridad radiológica, dando especial atención al médico especialista responsable del servicio y demás personas involucradas en el área. Adjuntar los siguientes documentos: I). REPRESENTANTE LEGAL: - Persona Física: a) Fotocopia de cédula de identidad. b) Fotocopia de R.U.C. - Persona Jurídica: a) Constancia de sociedad Autenticada por Escribanía o Juzgado de Paz b) Fotocopia de acta Autenticada que designa el representante legal c) Fotocopia de cedula de identidad del representante legal designado. d) Fotocopia de R.U.C. II).TRABAJADORES OCUPACIONALMENTE EXPUESTOS Descripción del programa de entrenamiento impartido al personal: Cursos de actualización, de conocimientos de protección radiológica y de los procedimientos operacionales Copia de manuales de procedimientos. Plano de construcción que incluyan los equipos, adjuntando una copia de los siguientes documentos: - Planos acotados con nombres y números de ambientes y equipamientos fijos referenciados en plano, (debe incluir el conjunto completo de la dependencia de almacenamiento y de las salas de tratamiento, indicando la ubicación de la fuente y hospitalización y las dependencias contiguas, incluyendo área sobre y debajo de la sala y cuántos planos individuales sean necesarios para identificar con claridad los componentes de las instalaciones y las distancias, con materiales de construcción de pisos, techos y paredes. Así mismo, se describirá los solapes y las penetraciones de los muros y conducciones que puedan afectar al blindaje) - Describir blindajes permanentes y móviles con la máxima precisión, indicando espesores, densidades y propiedades fundamentales, y en su caso, procedimiento de construcción y fabricación. - Identificación de los usos de las áreas colindantes, - Especificación de los materiales y las dimensiones de las barreras; - Detalle de los controles de ingeniería, tales como cierre mecánico, - Medios de prevención de entrada al área del personal no autorizado, - Medios de comunicación desde dentro del recinto, - Los planos deben incluir cualquier penetración en los materiales del blindaje, tales como conductos y ductos de ventilación, - Los mismos deberán estar firmados por un profesional arquitecto o ingeniero y por el representante legal, especificando nombres y apellidos, dirección y número de patente profesional en rótulos. - Planta de ubicación escala 1/500. - Planta arquitectónica escala 1/50. (Planta nivel de la sala) Fotocopia de Patente Municipal del Arquitecto o Ingeniero del semestre en curso. Memoria de Cálculo de Blindaje, firmada por Experto Cualificado en Cálculo de Blindaje del área. Para Práctica Tipo 1: Copia de los resultados de comisionamiento con la firma del responsable y visto bueno del Físico Medico (Protocolo TRS 398). Pruebas de aceptación Realizadas a los equipos. Copia de contrato de empresa encargada de realizar el mantenimiento y reparación de los equipos, reconocida por el Ministerio de Salud Pública y Bienestar Social. Descripción de los carteles de señalización y advertencia en las diferentes zonas de trabajo de la Unidad. Presentar Contrato del Servicio de dosimetría Personal. Habilitación de Establecimientos de Salud del Ministerio de Salud Pública y Bienestar Social (cuando corresponda). En el caso de cumplirse con los requisitos y recaudos del expediente, se expide la Licencia de la Práctica. (En caso de la práctica Tipo 1 se requerirá el informe técnico de la Comisión Nacional de energía Atómica). Pago de Aranceles correspondientes a la Resolución Ministerial vigente. En caso de la práctica Tipo 1: Declarar que la Desactivación del/los Equipos empleados será notificada por escrito al Departamento de Protección Radiológica y Seguridad Nuclear, con solicitud de baja de responsabilidad y destino final dado a las fuentes. En el caso de tercerizar el Servicio; copia del contrato entre la institución y el proveedor del servicio requerido.
			
				 
			
				 
			
				 
		
		
			
				Adjuntar los siguientes documentos
		
		
			
				I) REPRESENTANTE LEGAL
		
		
			
				PERSONAS FÍSICAS
		
		
			
				a) Cédula de identidad.
			
				 
			
				 
			
				X
		
		
			
				b) R.U.C.
			
				 
			
				 
			
				X
		
		
			
				- Persona Jurídica:
		
		
			
				a) Constancia de sociedad por Escribanía o Juzgado de Paz
			
				 
			
				 
			
				X
		
		
			
				b) Acta de designación el representante legal
			
				X
			
				 
			
				 
		
		
			
				c) Cedula de identidad del representante legal designado
			
				 
			
				 
			
				X
		
		
			
				d) R.U.C.
			
				 
			
				 
			
				X
		
		
			
				II) TRABAJADORES OCUPACIONALMENTE EXPUESTOS
		
		
			
				a) Descripción del programa de entrenamiento impartido al personal: Cursos de actualización, de conocimientos de protección radiológica y de los procedimientos operacionales
			
				 
			
				 
			
				 
		
		
			
				b) Copia de manuales de procedimientos.
			
				X
			
				 
			
				 
		
		
			
				c) Plano de construcción que incluyan los equipos, adjuntando una copia de los siguientes documentos:
			
				 
			
				 
			
				 
		
		
			
				- Planos acotados con nombres y números de ambientes y equipamientos fijos referenciados en plano, (debe incluir el conjunto completo de la dependencia de almacenamiento y de las salas de tratamiento, indicando la ubicación de la fuente y hospitalización y las dependencias contiguas, incluyendo área sobre y debajo de la sala y cuántos planos individuales sean necesarios para identificar con claridad los componentes de las instalaciones y las distancias, con materiales de construcción de pisos, techos y paredes. Así mismo, se describirá los solapes y las penetraciones de los muros y conducciones que puedan afectar al blindaje
			
				 
			
				 
			
				 
		
		
			
				- Describir blindajes permanentes y móviles con la máxima precisión, indicando espesores, densidades y propiedades fundamentales, y en su caso, procedimiento de construcción y fabricación.
			
				 
			
				 
			
				 
		
		
			
				- Identificación de los usos de las áreas colindantes,
			
				 
			
				 
			
				 
		
		
			
				- Especificación de los materiales y las dimensiones de las barreras;
			
				 
			
				 
			
				 
		
		
			
				- Detalle de los controles de ingeniería, tales como cierre mecánico,
			
				 
			
				 
			
				 
		
		
			
				- Medios de prevención de entrada al área del personal no autorizado,
			
				 
			
				 
			
				 
		
		
			
				- Los planos deben incluir cualquier penetración en los materiales del blindaje, tales como conductos y ductos de ventilación,
			
				 
			
				 
			
				 
		
		
			
				- Los mismos deberán estar firmados por un profesional arquitecto o ingeniero y por el representante legal, especificando nombres y apellidos, dirección y número de patente profesional en rótulos.
			
				 
			
				 
			
				 
		
		
			
				- Planta de ubicación escala 1/500.
			
				 
			
				 
			
				 
		
		
			
				d) Patente Municipal del Arquitecto o Ingeniero del semestre en curso.
			
				 
			
				 
			
				X
		
		
			
				e) Memoria de Cálculo de Blindaje, firmada por Experto Cualificado en Cálculo de Blindaje del área.
			
				 
			
				 
			
				 
		
		
			
				f) Para Práctica Tipo 1: Copia de los resultados de comisionamiento con la firma del responsable y visto bueno del Físico Medico (Protocolo TRS 398).
			
				 
			
				 
			
				 
		
		
			
				g) Pruebas de aceptación Realizadas a los equipos.
			
				 
			
				 
			
				 
		
		
			
				h) Contrato de empresa encargada de realizar el mantenimiento y reparación de los equipos, reconocida por el Ministerio de Salud Pública y Bienestar Social.
			
				 
			
				 
			
				X
		
		
			
				i) Descripción de los carteles de señalización y advertencia en las diferentes zonas de trabajo de la Unidad.
			
				 
			
				 
			
				 
		
		
			
				j) Presentar Contrato del Servicio de dosimetría Personal.
			
				 
			
				 
			
				 
		
		
			
				k) Habilitación de Establecimientos de Salud del Ministerio de Salud Pública y Bienestar Social (cuando corresponda).
			
				 
			
				 
			
				 
		
		
			
				l) En el caso de cumplirse con los requisitos y recaudos del expediente, se expide la Licencia de la Práctica. (En caso de la práctica Tipo 1 se requerirá el informe técnico de la Comisión Nacional de energía Atómica).
			
				 
			
				 
			
				 
		
		
			
				m) Pago de Aranceles correspondientes a la Resolución Ministerial vigente.
			
				 
			
				 
			
				 
		
		
			
				n) En caso de la práctica Tipo 1: Declarar que la Desactivación del/los Equipos empleados será notificada por escrito al Departamento de Protección Radiológica y Seguridad Nuclear, con solicitud de baja de responsabilidad y destino final dado a las fuentes.
			
				 
			
				 
			
				 
		
		
			
				o) En el caso de tercerizar el Servicio; copia del contrato entre la institución y el proveedor del servicio requerido.",ARANCELES DE ACUERDO A RESOLUCIONES MINISTERIALES.,-,Lunes a Viernes - 07:00 a 15:00 hs,15 DÍAS,1.6,11057
29450,29452,13675,documentacion-autenticada-emitidos-por-el-viceministerio-de-culto-servicios-,605536,Documentación autenticada emitidos por el Viceministerio de Culto,http://www.mec.gov.py,Solicitud realizada al Viceministerio de culto para la expedición de la documentación autenticada de la entidad registrada.,MINISTERIO DE EDUCACIÓN Y CULTURA  /  Vice Ministerio de Culto,"H1 { margin-top: 0.42cm; margin-bottom: 0.21cm; page-break-after: avoid; }H1.western { font-family: ""Times New Roman"",serif; }H1.cjk { font-family: ""Droid Sans Fallback""; font-size: 24pt; }H1.ctl { font-family: ""Lohit Hindi""; font-size: 24pt; }P { margin-bottom: 0.21cm; }

	Antecedentes, Constancias","H1 { margin-top: 0.42cm; margin-bottom: 0.21cm; page-break-after: avoid; }H1.western { font-family: ""Times New Roman"",serif; }H1.cjk { font-family: ""Droid Sans Fallback""; font-size: 24pt; }H1.ctl { font-family: ""Lohit Hindi""; font-size: 24pt; }P { margin-bottom: 0.21cm; }

	Documentación autenticada",-,Estrella casi Alberdi / Edif. City - 2° piso,SD,595 (21) 493 476,,Territorio Nacional,Entidades registradas en el Viceministerio de Culto,http://www.tramitesparaguay.gov.py/expedicion-autenticada-de-documentos-emitidos-por-el-viceministerio-de-culto/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				- Formulario de Solicitud de Trámites de Entidades
			
				X
			
				 
			
				 
		
		
			
				- Solicitud de autenticación de documentos dirigida al Viceministerio de Culto, firmada por las atoridades responsables
			
				X
			
				 
			
				 
		
		
			
				- Documentos emitidos por este Viceministerio, cuya autenticación se requiere
			
				 
			
				X",Sin costo,-,Lunes a viernes - 07:00 A 15:00 Hs,Tres días,1.3,11057
29475,29477,13675,copias-de-decretos-y-o-resoluciones-servicios-,605510,Copias de decretos y/o resoluciones,http://www.mec.gov.py,"Obtención de copias de Decretos, Resoluciones y constancias del funcionario.","MINISTERIO DE EDUCACIÓN Y CULTURA /
Dirección General de Gestión del Talento Humano","Certificados, Antecedentes, Constancias",Copia de Decreto y/o Resolución,-,Chile 636 c/ General Diaz,Sin datos,595 (21) 204 293,,Territorio Nacional,Funcionario público,http://www.tramitesparaguay.gov.py/copias-de-decretos-yo-resoluciones/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				- Cédula de identidad vigente
			
				 
			
				X",Sin costo,-,Lunes a viernes - 07:00 a 13:00 Hs.,5 minutos,1.5,11057
29492,29494,13675,emision-anual-de-carnets-a-miembros-de-las-entidades-extemporaneos-o-no-servicios-,1180743,Emisión anual de carnets a miembros de entidades (extemporáneos o no),http://www.mec.gov.py,Emisión de carnets de miembros de entidades registradas en el Viceministerio de Culto.,MINISTERIO DE EDUCACIÓN Y CULTURA  /  Vice Ministerio de Culto,"H1 { margin-top: 0.42cm; margin-bottom: 0.21cm; page-break-after: avoid; }H1.western { font-family: ""Times New Roman"",serif; }H1.cjk { font-family: ""Droid Sans Fallback""; font-size: 24pt; }H1.ctl { font-family: ""Lohit Hindi""; font-size: 24pt; }P { margin-bottom: 0.21cm; }

	Cédulas de Identidad, Carnets",Carnets de membresía,-,Estrella casi Alberdi / Edif. City - 2° piso,SD,595 (21) 493 476,,Territorio Nacional,"Miembros de Entidades de culto, ONGs",http://www.tramitesparaguay.gov.py/emision-anual-de-carnets-a-miembros-de-las-entidades-extemporaneos-o-no/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				Solicitud de Documentación
		
		
			
				- Formulario de Solicitud de Trámites de Entidades
			
				X
			
				 
			
				 
		
		
			
				- Nota de Solicitud de emisión de Carnets, firmada por las Autoridades Responsables
			
				X
			
				 
			
				 
		
		
			
				Datos personales de miembros y autoridades de la entidad
		
		
			
				- Formulario de Datos Personales de las Autoridades y miembros
			
				X
			
				 
			
				 
		
		
			
				- Foto tipo carnet
			
				X
			
				 
			
				 
		
		
			
				- Cédula de Identidad vigente
			
				 
			
				 
			
				X
		
		
			
				- Carnet de Admisión Temporaria o Permanente emitido por la Dirección General de Migraciones (caso de extranjeros)
			
				 
			
				 
			
				X
		
		
			
				- Cédula de Identidad o Pasaporte (caso de extranjero)
			
				 
			
				 
			
				X
		
		
			
				- Certificado de Vida y Residencia.
			
				X
			
				 
			
				 
		
		
			
				Carnets con cargos eclesiásticos
		
		
			
				- Título o Certificado (En caso de que el Título o Certificado haya sido otorgado en el extranjero el mismo deberá ser legalizado por el Consulado del país de origen y por el Ministerio de Relaciones Exteriores de la República del Paraguay)
			
				 
			
				 
			
				X
		
		
			
				- Constancia emitido por la entidad que avale la la calidad del interesado ( en el caso que la persona no posea el Título o Certificado) firmada por las autoridades responsables, cuyas firmas deben obrar en el Registro de Firmas de esta repartición ministerial.
			
				 
			
				 
			
				X",Sin costo,-,Lunes a Viernes - 07:00 a 15:00 Hs,15 días,1.6,11057
29503,29505,13675,copias-resolucion-de-nombramiento-servicios-,603509,Copias de Resolución de nombramiento,http://www.mec.gov.py,Recepción y expedición de solicitudes de copia de Resolución de nombramiento.,MINISTERIO DE EDUCACIÓN Y CULTURA  /  Dirección General de Gestión del Talento Humano,Gestión de talento humano,Copia de Resolución de nombramiento,-,Chile 636 c/ General Diaz,SD,595 (21) 498 736,,Nivel Nacional,Ciudadanía,http://www.tramitesparaguay.gov.py/copias-resolucion-de-nombramiento/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				Cédula de identidad vigente
			
				 
			
				 
			
				X
		
		
			
				- Solicitud de recibo de arancel
			
				X",Sin costo,-,Lunes a Viernes - 07:00 a 13:00 Hs,1 hora,1.5,11057
29524,29526,13675,inscripcion-de-entidades-servicios-,603484,Actualización de datos de entidades religiosas registradas,http://www.mec.gov.py,"Gestión de actualización de datos de entidades religiosas inscritas en el Registro Nacional del Culto, para la obtención del Certificado de Inscripción.","MINISTERIO DE EDUCACIÓN Y CULTURA

Vice Ministerio de Culto","Registros, Inscripciones",Registro actualizado,-,Estrella casi Alberdi / Edif. City - 2° piso,SD,595 (21) 493 476,,Territorio Nacional,Entidades de culto,http://www.tramitesparaguay.gov.py/inscripcion-de-entidades/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				Documentación de solicitud
		
		
			
				- Formulario de Solicitud de Trámites de Entidades
			
				X
			
				 
			
				 
		
		
			
				- Nota de solicitud de Certificado de Inscripción de la Entidad, dirigida al Viceministro de Culto, firmada por las autoridades responsables
			
				X
			
				 
			
				 
		
		
			
				- Decreto por el cual se aprueban los Estatutos Sociales y se reconoce la Personería Jurídica a la entidad, autenticada por Escribano Publico
			
				 
			
				 
			
				X
		
		
			
				Cuestionario anual de Entidades
		
		
			
				- Formulario ""Cuestionario Anual de Entidades""
			
				X
			
				 
			
				 
		
		
			
				- Acta Fundacional y Estatutos Sociales de la entidad, protocolización ante Escribano Público. (Requerido para la primera registración en el Registro Nacional de Culto)
			
				 
			
				 
			
				X
		
		
			
				Registro de entidades
		
		
			
				- Formulario de Registro de Firmas de las autoridades de la entidad; inscriptas y registradas ante esta repartición
			
				X
			
				 
			
				 
		
		
			
				- Nómina de las autoridades: Nombre y Apellido completo, N° de Documento de Identidad y, Cargos (con la aclaración del período del ejercicio correspondiente, según sus Estatutos Sociales), firmada por las autoridades responsables
			
				X
			
				 
			
				 
		
		
			
				Informaciones personales sobre las Autoridades
		
		
			
				- Formulario de datos personales
			
				X
			
				 
			
				 
		
		
			
				- Foto tipo carnet
			
				X
			
				 
			
				 
		
		
			
				- Cédula de Identidad vigente
			
				 
			
				 
			
				X
		
		
			
				- Carnet de Admisión Temporaria o Permanente emitido por la Dirección General de Migraciones (caso de extranjeros)
			
				 
			
				 
			
				X
		
		
			
				- Cédula de Identidad o Pasaporte (caso de extranjero)
			
				 
			
				 
			
				X
		
		
			
				- Certificado de Vida y Residencia.
			
				X",Sin costo,-,Lunes a Viernes - 07:00 A 15:00 Hs,15 días,1.5,11057
29535,29537,13675,cuadro-diario-de-registro-de-personal-servicios-,610517,Cuadro diario de registro de personal,www.mec.gov.py,"Presentación de Registro del personal que presta servicio en una Institución, el cual tiene carácter de declaración jurada.","MINISTERIO DE EDUCACIÓN Y CULTURA /
Vice Ministerio de Culto",Gestión de talento humano,Registro del Personal actualizado,-,Estrella casi Alberdi / Edif. City - 2° piso -Asunción,SD,"595 (21) 233 458
Fax: 595 (21) 233 458",,Territorio Nacional,Personal,http://www.tramitesparaguay.gov.py/cuadro-diario-de-registro-de-personal/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				- Cuadro del Personal acompañado de las Cédulas de identidad vigente de cada funcionario
			
				 
			
				X",Sin costo,-,Lunes a viernes - 07:00 a 17:00 Hs.,5 Minutos,1.5,11057
29556,29558,13636,legalizacion-de-certificado-de-habilitacion-zoosanitario-y-control-de-calidad-servicios-,29576,Legalización de certificado de habilitación zoosanitario y control de calidad,http://www.mre.gov.py/v1/default.aspx,Consiste en certificar la firma del funcionario autorizado del Ministerio de Agricultura y Ganadería.,"Ministerio de Relaciones Exteriores - MRE, Dirección de Legalizaciones",Legalización de Documentos,Validación de certificado,,Palma y 14 de Mayo - Palacio Benigno López / Asunción,legalizaciones@mre.gov.py,595 (21) 443 779,Personal,Capital,"Exportadores Agropecuarios, Ganaderas, Exportadores cárnicos, etc.",http://www.tramitesparaguay.gov.py/legalizacion-de-certificado-de-habilitacion-zoosanitario-y-control-de-calidad/,,,,,,1.1,11057
29580,29582,13675,descuentos-por-llegadas-tardias-y-ausencias-injustificadas-servicios-,610540,Descuentos por llegadas tardías y ausencias injustificadas,http://www.mec.gov.py,Descuentos de salarios realizado a partir de las planillas presentadas por las direcciones de instituciones educativas.,"MINISTERIO DE EDUCACIÓN Y CULTURA /
Dirección General de Gestión del Talento Humano",Gestión de talento humano,Planilla del personal actualizada,-,Chile 636 c/ General Diaz,http://www.mec.gov.py,595 (21) 498 736,,Territorio Nacional,Instituciones,http://www.tramitesparaguay.gov.py/descuentos-por-llegadas-tardias-y-ausencias-injustificadas/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				- Planilla del personal de instituciones educativas
			
				 
			
				X",Sin costo,-,Lunes a viernes - 07:00 a 17:00 Hs.,5 Minutos,1.4,11057
29589,29591,13537,radicacion-permanente-servicios-,464306,Radicación permanente,www.migraciones.gov.py,"Documentar a los ciudadanos extranjeros que vienen con el deseo de permanecer en el país en calidad de residentes permanentes y con el propósito de ocupar una actividad útil para el desarrollo del país, de conformidad con los requisitos previstos en la Ley Nº 978/96 de migraciones",Ministerio del Interior -Dirección General de Migraciones,"Documentar a los ciudadanos extranjeros que vienen con el deseo de permanecer en el país en calidad de residentes permanentes y con el propósito de ocupar una actividad útil para el desarrollo del país, de conformidad con los requisitos previstos en la ley nº 978/96 de migraciones.",Radicación permanente,-,Eligio Ayala Nº201 y Caballero - Asunción,sgral@migraciones.gov.py,595 (21) 446 066 / 492 908,,Global,Ciudadanía,http://www.tramitesparaguay.gov.py/radicacion-permanente/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				Pasaporte del país de origen o documento que pruebe fehacientemente la identidad del solicitante
			
				X
			
				 
			
				 
		
		
			
				Certificado de Nacimiento o prueba supletoria producida de acuerdo a la legislación nacional
			
				X
			
				 
			
				 
		
		
			
				 Certificado de estado civil (matrimonio o sentencia de divorcio) o prueba supletoria producida de acuerdo a la legislación nacional
			
				X
			
				 
			
				 
		
		
			
				Certificado de antecedentes policiales y/o judiciales (desde los 14 Años), del país de origen o de residencia de los últimos 5 (cinco) años.
			
				X
			
				 
			
				 
		
		
			
				Certificado médico expedido por autoridades sanitarias indicadas por el Ministerio de Salud Publica y Bienestar Social, en que se establezca su condición psicofísica
			
				X
			
				 
			
				 
		
		
			
				Constancia de ingreso y permanencia en el país
			
				X
			
				 
			
				 
		
		
			
				Declaración jurada mencionada en el articulo 23
			
				 
			
				 
			
				 
		
		
			
				Certificado o constancia de solvencia económica
			
				X
			
				 
			
				 
		
		
			
				 Certificado de Antecedente de extranjero, del Departamento de informática de la Policía Nacional (desde los 14 años)
			
				X
			
				 
			
				 
		
		
			
				Certificado de vida y residencia
			
				X
			
				 
			
				 
		
		
			
				Visa consular, para los países que requieren de la misma con su correspondiente autenticación por el Ministerio de Relaciones Exteriores
			
				 
			
				 
			
				 
		
		
			
				Dos (2) fotos tipo Carnet
			
				X",Sin multa 1.296.814,-,Lunes a viernes - 07:00 a 13:00 Hs.,90 días aproximadamente,1.2,11057
29600,29602,13746,autenticacion-de-firmas-de-profesionales-servicios-,633521,Autenticación de firmas de profesionales,http://www.mspbs.gov.py,"Solicitud de validación del documento emitido por el profesional médico, número de registro y vigencia del mismo, sin juzgar el contenido.","MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL
-
Dirección de Registro y Control de Profesionales de la Salud","Solicitud de validación del documento emitido por el profesional médico, número de registro y vigencia del mismo, sin juzgar el contenido.",Validaciones de documentos,,Brasil y Manuel Dominguez,dcpyes@mspbs.gov.py,(595) 21 204-654,"El trámite es presencial, cuando la presencia física de la persona es indispensable para realizar el trámite.",Global,CIudadanía,http://www.tramitesparaguay.gov.py/autenticacion-de-firmas-de-profesionales/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				Certificado o Reposo Médico
			
				X",5.000,-,Lunes a viernes - 07:00 a 15:00 hs,24 horas,1.2,11057
29611,29613,13655,haber-de-retiro-de-las-ffaa-servicios-,1821206,Haber de retiro de las FFAA,http://www.hacienda.gov.py,Registro y solicitudes de haberes de retiro jubilatorios para funcionarios de las Fuerzas Armadas de la Nación (FFAA).,"MINISTERIO DE HACIENDA

Dirección General de Jubilaciones y Pensiones",Pensión y jubilaciones,Remuneración jubilatoria,-,Iturbe y Simón Bolivar (1a. Ptda) Asunción,jubilaciones@hacienda.gov.py,"595 (21) 493 723 / 449 942
Fax :  595 (21) 441 690",,Territorio Nacional,Funcionarios de las Fuerzas Armadas de la Nación (FFAA),http://www.tramitesparaguay.gov.py/haber-de-retiro-de-las-ffaa/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				- Cédula de identidad vigente del beneficiario.
			
				 
			
				 
			
				X
		
		
			
				- Constancia de confección de la Foja de servicio
			
				X
			
				 
			
				 
		
		
			
				- Certificado de Antecedentes judiciales
			
				X
			
				 
			
				 
		
		
			
				- Una foto Tipo carnet
			
				X
			
				 
			
				 
		
		
			
				- Carta poder de autorización. (caso en el que el interesado es representado por otra persona)
			
				X
			
				 
			
				 
		
		
			
				- Cédula de identidad vigente del representante (caso en que el interesado es representado)
			
				 
			
				 
			
				X
		
		
			
				- Legajo Personal del solicitante.
			
				X",Sin costo,-,Lunes a Viernes - 07:00 A 13:00 Hs,2 meses,1.4,11057
29667,29669,13675,elaboracion-de-resoluciones-de-conformacion-de-comisiones-regionales-de-seleccion-servicios-,611106,Elaboración de resoluciones de conformación de comisiones regionales de selección,http://www.mec.gov.py,Elaboración del anteproyecto de resolución de reconocimiento de las comisiones regionales de selección de educadores conforme al reglamento del concurso.,"MINISTERIO DE EDUCACIÓN Y CULTURA
Dirección General de Gestión del Talento Humano",Gestión de talento humano,Elaboración de resoluciones de conformación.,-,Chile entre Gral. Díaz y Eduardo V. Haedo,asdireccionconcurso@gmail.com,595 (21) 498 956,,Territorio Nacional,Ciudadanía,http://www.tramitesparaguay.gov.py/elaboracion-de-resoluciones-de-conformacion-de-comisiones-regionales-de-seleccion/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				Ninguno",Sin costo,-,Lunes a viernes - 07:00 a 17:00 Hs.,10 días,1.5,11057
29676,29678,13636,legalizacion-de-certificado-de-idoneidad-servicios-,29737,Legalización de certificado de idoneidad,http://www.mre.gov.py/v1/default.aspx,Consiste en certificar la firma del funcionario autorizado de la Dirección Transporte Terrestre,"Ministerio de Relaciones Exteriores, Dirección de Legalizaciones",Legalización de documento,Validación de certificado,,Palma y 14 de Mayo - Palacio Benigno López / Asunción,legalizaciones@mre.gov.py,595 (21) 443 779,Personal,Capital,Transportistas,http://www.tramitesparaguay.gov.py/legalizacion-de-certificado-de-idoneidad/,,,,,,1.1,11057
29695,29697,13655,haber-de-retiro-de-las-ffpp-servicios-,590349,Haber de retiro de las FFPP,http://www.hacienda.gov.py,Registro y solicitud de haberes de retiro jubilatorios para funcionarios de las Fuerzas Policiales (FF.PP).,"MINISTERIO DE HACIENDA

Dirección General de Jubilaciones y Pensiones",Remuneración jubilatoria,Cobro de haberes por retiro jubilatorio,-,Iturbe y Simón Bolivar (1a. Ptda) Asunción,jubilaciones@hacienda.gov.py,"595 (21) 493 723 / 449 942
Fax : 595 (21) 441 690",,Territorio Nacional,Funcionarios jubilados de las Fuerzas Policiales,http://www.tramitesparaguay.gov.py/haber-de-retiro-de-las-ffpp/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				- Cédula de identidad vigente del solicitante
			
				 
			
				 
			
				X
		
		
			
				- Formulario de solicitud y registro (FA-DGJP-001)
			
				X
			
				 
			
				 
		
		
			
				- Formulario de historia laboral (FA-DGJP-002)
			
				X
			
				 
			
				 
		
		
			
				- Legajo Personal expedido por las entidades donde haya prestado servicio
			
				X
			
				 
			
				 
		
		
			
				- Certificado de nacimiento (del/de los hijo/s) - caso de docentes del Magisterio Nacional y de las Universidades Nacionales (UNA)
			
				X
			
				 
			
				 
		
		
			
				- Certificado de Antecedentes penales
			
				X
			
				 
			
				 
		
		
			
				- Carta poder de autorización. (caso en el que el interesado es representado por otra persona)
			
				X
			
				 
			
				 
		
		
			
				- Cédula de identidad vigente del Representante (caso de mandato)
			
				X
			
				 
			
				 
		
		
			
				Legajo Personal del solicitante.
			
				X",Sin costo,-,Lunes a Viernes - 07:00 A 13:00 Hs,2 meses,1.4,11057
