articleId,resourcePrimKey,urlTitle,id_,additionalType,name,LegalName,url,description,address,email,telephone,image,location,logo,authority,vision,mission,publicServantList,version,structureId
46413,46415,direccion-de-beneficencia-y-ayuda-social-diben-,984195,Dirección de Beneficencia y Ayuda Social (DIBEN),Dirección de Beneficencia y Ayuda Social,Dirección de Beneficencia y Ayuda Social,http://www.diben.org.py/,"El Decreto - Ley Nº 10 del 18 de abril de 1.989, crea la Dirección de Beneficencia y Ayuda Social, como repartición dependiente del Ministerio de Hacienda. Se designa al Dr. Carlos A. Mersán, como primer Director de la DIBEN, por el Decreto Nº 1111 del 21 de abril de 1.989.",Mcal. Lopez esq. EE.UU.,diben@diben.org.py,+59521225801/ 4,,Asunción - Paraguay,,Fernando Antonio Mendoza Rojas,"Somos una insitución referencial de la responsabilidad solidaria del Estado dirigida a personas y grupos en situación de vulnerabilidad, que apoya e implementa iniciativas y proyectos de desarrollo comunitario y brinda servicios en salud con la provisión de insumos para medicina de alta complejidad y alto costo.",Apoyar e implementar proyectos y servicios a la población en situación de vulnerabilidad mediante el fortalecimiento de iniciativas comunitarias y de las Organizaciones de la Sociedad Civil - OSC y la provision de insumos para medicina de alta complejidad y alto costo.,http://www.diben.org.py/ejes.php?id=34,1.5,13527
46793,46795,instituto-paraguayo-de-artesania-ipa-,984212,Instituto Paraguayo de Artesanía (IPA),Instituto Paraguayo de Artesanía,Instituto Paraguayo de Artesanía,http://www.artesania.gov.py/,"El Instituto Paraguayo de Artesanía, fue creado por Ley Nº 2448/2004 y tiene por objeto promover el desarrollo de la artesanía nacional, estimular y proteger al artesano, buscar canales de comercialización e incentivar la formación de artesanos entre otras funciones. Es una entidad autárquica, descentralizada, con personería jurídica y patrimonio propio. Esta entidad estará sujeta a las disposiciones de derecho público. 

	Toda aquella actividad económica de creación, producción, restauración o reparación de bienes de valor artístico o popular, así como la artesanía siempre que tales actividades se realicen mediante procesos en los que la actividad desarrollada sea predominantemente manual. Para obtener tal consideración deberá estar incluida en el listado de oficios artesanos Ley 2448/04. 

	Es uno de los Objetivos del Instituto el de ""elevar el nivel de vida de las comunidades artesanales fortaleciendo el desarrollo de sus núcleos, capacidad productiva y de comercialización, generando alianzas de acuerdo con la demanda del mercado nacional e internacional, por medio de la competitividad.",Dr. Prieto c/ Cap. Nicolas Bliloff,ipa@artesania.gov.py,(021) 526-535,,Asunción - Paraguay,,Esmilse Bobadilla,Una institución que facilita los estudios de factibilidad posibilitando los procesos de formalización para un mejor posicionamiento de los productos artesanales,Promover la artesanía como patrimonio cultural e identidad de nuestra nación y fomentarla para su conservación y como una vía para el desarrollo económico de los artesanos preservando el acervo artesanal de nuestra cultura.,http://www.artesania.gov.py/index.php/component/content/article/54-hola/117-nomina-de-funcionarios,1.5,13527
50525,50527,direccion-nacional-de-aeronautica-civil-dinac-,984230,Dirección Nacional de Aeronáutica Civil (DINAC),Dirección Nacional de Aeronáutica Civil,Dirección Nacional de Aeronáutica Civil,http://www.dinac.gov.py/v2/,"Por Decreto N° 459 de fecha 18 de marzo de 1940. el Poder Ejecutivo creó la Dirección de Tráfico Aéreo dependiente de la Dirección General de Aeronáutica Militar.
La Creación del Consejo Nacional Aeronáutica como organismo para el estudio de todas las cuestiones relacionadas con la aeronáutica civil, fue dispuesta por Decreto del Poder Ejecutivo que lleva el N° 6882 de 1949. La creación de la Dirección General de Aeronáutica Civil, por Decreto-Ley N\' 1392 del 31 de octubre de 1950.
Por Decreto-Ley N° 25 en 1990 se creó la Dirección Nacional de Aeronáutica Civil (DINAC) por fusión de la Dirección General de Aeronáutica Civil (DGAC), Administración Nacional de Aeropuertos Civiles (ANAC) y la Dirección Nacional de Meteorología.
Actualmente la DINAC es la, entidad encargada de regir la actividad aeronáutica civil en la República del Paraguay.","Avda. Mcal. López e/Vice Pdte. Sánchez y 22 de Setiembre, 2do. Piso",presidencia@dinac.gov.py,+59521 203615,,Asunción - Paraguay,,Luis Manuel Aguirre Martinez,SIN DATOS,SIN DATOS,SIN DATOS,1.2,13527
55728,55730,ente-regulador-de-servicios-sanitarios-erssan-,984329,Ente Regulador de Servicios Sanitarios (ERSSAN),Ente Regulador de Servicios Sanitarios (ERSSAN),Ente Regulador de Servicios Sanitarios,http://www.erssan.gov.py/,"El Ente Regulador de Servicios Sanitarios (ERSSAN) es una entidad autárquica dependiente de la Presidencia de la República que funciona desde el año 2000 como resultado de la promulgación de la Ley 1614. Desarrolla actividades administrativas, jurídicas, técnicas y de supervisión para garantizar que los prestadores de agua potable y saneamiento se extiendan a todo el país, provean sus servicios con la calidad y cantidad necesarias, y que su precio sea justo y sostenible.",Avda. Artigas 1921 Edificio Automotor 1er. Piso,atencion@erssan.gov.py,+59521 283556,,Asunción - Paraguay,,Cristina Muñoz,Ser la institución con capital humano de alta calidad técnica en regulación y supervisión en la prestación del servicio de agua potable y alcantarillado sanitario,"Regular la prestación del servicio, supervisar el nivel de calidad y eficiencia, controlar y verificar la correcta aplicación de normas, obligaciones y sanciones establecidas en el Marco Regulatorio.",SIN DATOS,1.4,13527
149912,149914,empresa-de-servicios-sanitarios-del-paraguay-s-a-essap-,1166884,Empresa de Servicios Sanitarios del Paraguay S.A.,Empresa de Servicios Sanitarios del Paraguay S.A.,Empresa de Servicios Sanitarios del Paraguay S.A.,http://www.essap.com.py,"El ente regulador del sector es la ERSSAN (Ente Regulador de Servicios Sanitarios) creado por Ley 1614 del 2 de Noviembre de 2000, sancionada para crear el MARCO REGULATORIO Y TARIFARIO DEL SERVICIO PUBLICO DE AGUA POTABLE Y ALCANTARILLADO SANITARIO DE LA REPUBLICA DEL PARAGUAY.CORPOSANA entidad sujeta al proceso de reorganización y transformación, es declarada por medio de la Ley 1615, ""Entidades Públicas del Estado en Reforma o Transformación"" EPERT. REORGANIZACIÓN es definida como un proceso de reestructuración interno sin alterar su naturaleza jurídica. TRANSFORMACIÓN es su conversión en Personas Jurídicas que pasarán a regirse por el Derecho Privado.",José Berges 516 e/ San José y Brasil,prensa.essapsa@gmail.com,0800-11-0888/162 (R.A.),,Asunción - Paraguay,,Osmar Sarubbi,SIN DATOS,SIN DATOS,http://www.essap.com.py/essap/index.php/documentaciones/nomina-de-funcionarios,1.5,13527
14053,14055,secretaria-del-ambiente,1167010,http://www.seam.gov.py/,Secretaria del Ambiente,Secretaria del Ambiente (SEAM),http://www.seam.gov.py/,"La Secretaría del Ambiente (SEAM), es una entidad que tiene como función o propósitos la formulación de políticas, la coordinación, la supervisión, la ejecución de las acciones ambientales, los planes, programas y proyectos enmarcados en el Plan Nacional de Desarrollo, referentes a la preservación, la conservación, la recomposición y el manejo de los recursos naturales.",Avenida Madame Lynch N° 3500 esq Reservista de la Guerra del Chaco,comunicacion@seam.gov.py,(+59521) 615-803/15,,Asunción - Paraguay,,Ing. For. Rolando de Barros Barreto,"Ordenamiento ecológico y del ambiente en general, propendiendo a un mejoramiento permanente de las condiciones de vida de los distintos sectores de la sociedad paraguaya para garantizar condiciones de crecimiento económico, equidad social y sustentabilidad ecológica a largo plazo.","Lograr el reconocimiento del Paraguay entre los mejores países en calidad ambiental de la región, siendo una institución eficiente, participativa y de liderazgo en la gestión ambiental del país, con especial énfasis en los recursos naturales y la conservación de la biodiversidad, con el fin de contribuir al mejoramiento de la calidad de vida de sus ciudadanos.",Nómina de Funcionarios,2.2,13527
29628,29630,gabinete-militar,1167310,Gabinete Militar,Gabinete Militar,Gabinete Militar,http://www.gabimil.mil.py/,"El Gabinete Militar de la Presidencia de la República, fue creado durante la Presidencia del Gral. HIGINIO MORINIGO por Decreto – Ley Nº 3.872, de fecha 31 de mayo de 1944, que organiza los servicios de la Presidencia de la República.

	Posteriormente, con el Decreto  Nº 4.000 de fecha 9 de junio de 1944 queda reglamentado sus funciones, dándole fuerza legal a una institución que tiene sus inicios en tiempos del  ""Mcal. FRANCISCO SOLANO LOPEZ"" quien contaba con Ayudantes Militares durante la guerra contra la Triple Alianza.",El Paraguayo Independiente entre O'leary y Ayolas,info@gabimil.gov.py,+59521 4140200,,Asunción - Paraguay,,Cnel. DEM Juan José Casaccia Furiasse,SIN DATOS,"El Gabinete Militar es el órgano representante de las Fuerzas Armadas de la Nación en la Presidencia de la República, encargado de asistir al Señor Presidente de la República en el ámbito militar y para los fines protocolares previstos en el Ceremonial del Estado.

	Le están confiadas la seguridad del Excelentísimo Señor Presidente de la República, durante su permanencia en el Palacio de Gobierno, la seguridad de las instalaciones, su área de influencia y la coordinación de los medios a ser empleados en la seguridad del Presidente de la República, en todo el territorio nacional y cuando se traslada al exterior del país.",SIN DATOS,1.1,13527
179242,179244,auditoria-general-del-poder-ejecutivo-agpe-,1167319,Auditoría General del Poder Ejecutivo,Auditoría General del Poder Ejecutivo,Auditoría General del Poder Ejecutivo,http://agpe.gov.py/,SIN DATOS,Juan Bautista Alberdi Nº 972 c/ Manduvirá,SIN DATOS,(595 21) 493 171-5,,Asunción - Paraguay,,Bertha Rodriguez de Perinetto,"Ser una Institución modelo, reconocida por su alto desempeño, profesionalismo, eficiencia, calidad y transparencia, que promueva y fortalezca la cultura de control en los organismos y entidades dependientes del Poder Ejecutivo para el año 2018",Somos un órgano técnico-normativo de control y asistencia a las entidades dependientes del Poder Ejecutivo para contribuir a la transparencia e integridad en la gestión de los Recursos Públicos,http://agpe.gov.py/agpe/v2/index.php?option=com_joomdoc&amp;task=doc_view&amp;gid=68&amp;tmpl=component&amp;format=raw&amp;Itemid=64,1.1,13527
63410,63412,instituto-paraguayo-del-indigena-indi-,1167481,Instituto Paraguayo del Indígena (INDI),Instituto Paraguayo del Indígena,Instituto Paraguayo del Indígena,http://www.indi.gov.py/,"El Instituto Paraguayo del Indígena (INDI) es una entidad autónoma que tiene como misión garantizar el cumplimiento de los derechos indígenas de modo articulado y coordinado con otras instituciones, armonizando los mandatos legales del Estado con la participación de los pueblos indígenas.",Don Bosco 745 e/ Haedo y Humaita,"comunicacion@indi.gov.py  

	informatica@indi.gov.py",+59521 452280,,Asunción - Paraguay,,Jorge Servín,"Una institución líder, fuerte, eficiente, ágil y transparente, gobernada por los indígenas, que propicia la participación indígena en todos los ámbitos del Estado Paraguayo y la sociedad","Cumplir, garantizar y velar por el fiel cumplimiento de los derechos indígenas, armonizando el mandato legal con la participación de los pueblos indígenas, en forma articulada y coordinada con otras instituciones",SIN DATOS,1.5,13527
63293,63295,instituto-nacional-de-cooperativismo-incoop-,1167534,Instituto Nacional de Cooperativismo (INCOOP),Instituto Nacional de Cooperativismo,Instituto Nacional de Cooperativismo,http://www.incoop.gov.py/v1/,"El Instituto Nacional de Cooperativismo, INCOOP, creado por La Ley 2157/03: ""Que regula el funcionamiento del INCOOP y establece su carta Orgánica"" expresa en su Art. 1: Es persona jurídica de derecho público, autónoma y autárquica, de duración indefinida, será la Autoridad de Aplicación de la Legislación Cooperativa y Autoridad de Control de los Entes Cooperativos, y se regirá por las disposiciones de la presente Ley, los reglamentos y demás normas relativas al Cooperativismo.",Avda. 25 de Mayo 1684 c/ Rca. Francesa,gabinete@incoop.gov.py,+59521 226989 (RA),,Asunción - Paraguay,,"Lic. Humberto Gonzalez, Presidente Interino del INCOOP","Ser reconocida como la mejor Institución Pública por su alto nivel de eficiencia y credibilidad, mediante la innovación continua, con una organización estructurada racionalmente, y un equipo humano con altas cualidades personales y profesionales que asegura el mantener la excelencia en los servicios que presta, potenciando su influencia a nivel público y privado.","Nuestra misión es precautelar la estabilidad del Sector Cooperativo, mediante la regularización y supervisión adecuada, garantizando un trato equitativo a todos los clientes en base a los valores que rigen la institución a través de la búsqueda permanente del Desarrollo Integral de sus Recursos Humanos, y la promoción de Políticas Públicas Para el Desarrollo del Sector.",http://www.incoop.gov.py/v1/wp-content/uploads/2013/11/SALARIO-OFICIAL-DE-FUNCIONARIOS-INCOOP2.pdf,1.3,13527
56129,56131,instituto-nacional-de-desarrollo-rural-y-de-la-tierra-indert-,1167673,Instituto Nacional de Desarrollo Rural y de la Tierra (INDERT),Instituto Nacional de Desarrollo Rural y de la Tierra,Instituto Nacional de Desarrollo Rural y de la Tierra,http://www.indert.gov.py,Es la principal institución pública encargada de la ejecución de la reforma agraria. Fue creado por Ley Nº 2419 en julio de 2004.,Tacuary 276,comunicación@indert.gov.py,+59521 443161,-->,Asunción - Paraguay,,Justo Cárdenas,"En el Paraguay existe un acceso equitativo a la tierra, a una agricultura diversificada, sostenible y a los factores que contribuyen al logro de un desarrollo humano, en condiciones de seguridad jurídica y administrativa, con la participación solidaria y comprometida de la sociedad","Como institución responsable de promover la integración armónica de  la  población  campesina  al  desarrollo  económico  y  social  de  la Nación,  el  Instituto  Nacional  de  Desarrollo  Rural  y  de  la  Tierra deberá  adecuar  la  estructura  agraria  promoviendo  el  acceso  a  la tierra  rural,  saneando  y  regularizando  su  tenencia,  coordinando  y creando las condiciones propicias para el desarrollo que posibilite el arraigo    conducente    a    la    consolidación    de    los    productores beneficiarios,  configurando  estrategias  que  integren  participación, productividad y sostenibilidad ambiental.",http://www.indert.gov.py/web/images/archivos/Nomina.pdf,1.4,13527
14713,14715,secretaria-de-informacion-y-comunicacion,1167735,http://www.sicom.gov.py,Secretaría de Información y Comunicación,Secretaría de Información y Comunicacion (SICOM),http://www.sicom.gov.py,"La SICOM es el organismo rector de las políticas y actividades del Gobierno Nacional en el sector de la Información y Comunicación, con énfasis en Comunicación para el Desarrollo. Fue creada por Decreto 171 del 27 de agosto de 2008 y tiene como misión desplegar estrategias que vinculen al Estado y a la Comunidad en la construcción de una comunicación que promueva el diálogo social y el desarrollo, a partir de una gestión participativa y transparente.",Alberdi 633 entre Gral. Diaz y Haedo,info@sicom.gov.py,(595 21) 449-111,,Asunción- Paraguay,,Fabrizio Caligaris,"Desarrollar procesos comunicativos que vinculen al Estado y la Comunidad en la construcción de un Paraguay justo y digno, mediante el diálogo social y el desarrollo e incentivar la gestión comunicacional, participativa y transparente (Decreto 171, Art.3)",Establecerse como generador de un proceso amplio de inclusión social desde la Comunicación; transparencia en la gestión gubernativa desde la información pública; y compromiso de futuro desde la cultura y la identidad,http://www.sicom.gov.py/index.php?option=com_content&amp;view=article&amp;id=306:lista-de-salarios-funcionarios-nombrados&amp;catid=34:institucional&amp;Itemid=28,1.6,13527
28705,28707,gabinete-civil-de-la-presidencia-de-la-republica,1168218,http://www.gabinetecivil.gov.py/,Gabinete Civil de la Presidencia de la República,Gabinete Civil de la Presidencia de la República,http://www.gabinetecivil.gov.py/,"El Gabinete Civil, es un organismo de apoyo y asesoramiento técnico-político al Presidente de la República, por medio del cual el Poder Ejecutivo, coordina los procesos definición, instalación, publicación oficial, comunicación y seguimiento de las políticas de Gobierno y de Estado.Lo hace en forma efectiva, proactiva, oportuna, armónica, participativa y transparente, atendiendo a las demandas sociales e integrando las capacidades institucionales para contribuir al funcionamiento adecuado de los Organismos y Entidades del Estado.",El Paraguayo Independiente y Ayolas,informatica@presidencia.gov.py,+595 21 4140200,&gt;,Asunción - Paraguay,&gt;,Juan Carlos López Moreira Borgognon,Ser reconocidos por la excelencia de nuestros servicios en el apoyo a la gestión estratégica del Presidente de la República,"Somos el organismo que brinda apoyo y asesoramiento técnico - político al Presidente de la República, de manera eficiente y eficaz, para una gestión transparente",,1.6,13527
30053,30055,gabinete-social,1168227,Gabinete Social,Gabinete Social,Gabinete Social,http://www.gabinetesocial.gov.py/,"El Gabinete Social fue creado en septiembre de 2003 a raíz de la preocupación del Gobierno Nacional por contar con una instancia articuladora de las Instituciones Públicas que encaminan programas de superación de la pobreza. Desde entonces, funciona como órgano coordinador de las políticas sociales de Gobierno.

	Actualmente por Decreto N° 751, del 20 de noviembre del 2013, el Poder Ejecutivo establece la reestructuración del Gabinete Social de la Presidencia de la República, como órgano encargado de promover, coordinar y dirigir la gestión de los programas y las políticas públicas del Gobierno Nacional en el Área Social (Art.1).

	Este decreto busca imprimirle eficiencia a la gestión de las políticas sociales en el marco de Sembrando Oportunidades.","Pdte. Franco esq. Ayolas. Edificio Ayfra, Piso 12",comunicacionutgs@gabinetesocial.gov.py,+595 21 493456/8,,Asunción – Paraguay,,Mirta Denis,SIN DATOS,"Somos un órgano técnico multidisciplinario, orientado al cumplimiento de los objetivos del Gabinete Social, que promueve, coordina y articula las políticas sociales con las instituciones y los actores involucrados, para garantizar el Desarrollo Humano en el Paraguay",SIN DATOS,1.4,13527
13977,13979,secretaria-tecnica-de-planificacion-del-desarrollo-economico-y-social-stp-,1170928,http://www.stp.gov.py/,Secretaría Técnica de Planificación del Desarrollo Económico y Social (STP),Secretaría Técnica de Planificación del Desarrollo Económico y Social (STP),http://www.stp.gov.py/,"Institución Gubernamental rectora de la planificación, encargada de coordinar, evaluar, diseñar y promover las acciones conducentes al desarrollo sostenible del país, brindando lineamientos, estudios, información y asistencia técnica para la formulación e implementación de planes y políticas públicas orientados a mejorar el bienestar de la población, en el marco de los principios de equidad, participación y responsabilidad social",Estrella 505 esq. 14 de Mayo,stp@stp.gov.py,(595-21) 450-422  Fax: 496-510,,Asunción - Paraguay,,José Molinas Vega,"Seremos la institución gubernamental líder en la planificación del desarrollo y la información, con influencia en los niveles de toma de decisiones y reconocida por los organismos nacionales e internacionales … con funcionarios calificados y comprometidos en la prestación de servicios de alta calidad, confiables y oportunos, orientados a la excelencia de la gestión pública en beneficio de la sociedad","Somos la Institución Gubernamental rectora de la planificación, encargada de coordinar, evaluar, diseñar y promover las acciones conducentes al desarrollo sostenible del país, brindando lineamientos, estudios, información y asistencia técnica para la formulación e implementación de planes y políticas publicas orientados a mejorar el bienestar de la población, en el marco de los principios de equidad, participación y responsabilidad social.",Nómina de Funcionarios,1.6,13527
13673,13675,ministerio-de-educacion,1171656,http://www.mec.gov.py,Ministerio de Educación y Cultura,Ministerio de Educación y Cultura,http://www.mec.gov.py,Documento pdf,15 de Agosto e/ General Díaz y E. V. Haedo,direcciongeneraldecomunicacion@mec.gov.py,"(021) 450014/15 – 451025 – 452895  

	Llamada Gratuita (595) 0800 11 4975",,Asunción - Paraguay,,Marta Lafuente,"* Democrático, descentralizado, participativo, abierto e intercultural, que desarrolla la educación como bien público y derecho humano fundamental de todas las personas a lo largo de su vida.

	* Fundado en una pedagogía que reconoce como un supuesto antropológico la libertad del ser humano y que busca  proporcionar a la persona y a la comunidad las condiciones para autodeterminarse, individual y colectivamente,  liberarse y cambiar aquello que la oprime y le impide alcanzar su realización en todo su potencial.

	* Sustentado en un paradigma educativo que propugna la relación armónica, transformadora y ética entre las  personas y su contexto social y ambiental, e independiente de cualquier tipo de factor de dominación.

	* Que concibe al ser humano como un sujeto libre, activo y trasformador de la realidad propia y de su entorno social,  no como un mero receptor o simple reflejo del orden económico, social e histórico establecido.

	* Que considera a los sujetos de la educación como seres histórico-sociales, con plena capacidad para conocer,  crear y trasformar la realidad. Estudiantes y docentes son valorados como sujetos cognoscentes, capaces de aprender,  activos, críticos, práctico-reflexivos, que aprenden en una actividad educativa esencialmente dialógica-relacional,  que construyen colectivamente el conocimiento con sus compañeros y la sociedad, integrando la dimensión afectiva  de la educación y la toma de decisiones consensuadas en todo el proceso de formación profesional.

	* Gestionado por profesionales formados y actores comprometidos, con transparencia en sus procesos y sus  resultados, regido por la legislación y dotado de suficientes recursos financieros y tecnológicos

	* Que contribuye a la cohesión social, a la igualdad de género, al respeto y valoración de las etnias, a la participación activa de la familia y la comunidad, a la generación de conocimientos, al desarrollo socialmente responsable del país en el contexto de una política intersectorial, y a la integración activa con las naciones de la región y del mundo.

	* Que brinde una educación de calidad para todos y todas,  favoreciendo los aprendizajes significativos que responden  a las necesidades de formación de las personas y que les  permiten insertarse en la vida social y productiva del país.

	* Que contribuye a la formación de ciudadanos y ciudadanas  responsables, defensores/as de los derechos humanos y del  sistema democrático; solidarios/as con los demás y partícipes  en la construcción de una sociedad justa y fraterna.

	* Que reconoce a las instituciones educativas que logran los mejores resultados y motiva, continuamente, a innovar y mejorar la calidad educativa.","El Ministerio de Educación y Cultura, como responsable de la  administración pública del sistema educativo y para la ejecución  del Plan Nacional de Educación 2024, tiene la misión de:

	* Rendir cuentas públicas de los procesos y los resultados, y evaluar en forma permanente la calidad de la gestión del sistema.

	* Promover y generar instrumentos legales necesarios para la organización, actualización permanente y gestión eficiente del sistema.

	* Seleccionar y evaluar en base a méritos a los profesionales, educadores y servidores públicos del sistema; elaborar y desarrollar planes de formación continua de los mismos.

	* Gestionar las distintas instancias del sistema educativo con la participación activa de la comunidad educativa la sociedad civil, las universidades, los cooperantes y los  medios de comunicación social.

	* Incorporar la investigación, la reflexión sobre la práctica y las TIC para la gestión del sistema, y como recursos pedagógicos para el aprendizaje.

	* Dinamizar, con visión prospectiva y emprendedora, el sistema y su cultura institucional, basado en la ética y la competencia de sus servidores, generando experiencias e innovaciones conformes a las necesidades del país y a los desafíos de la humanidad.

	* Impulsar un nuevo contrato social en torno a la educación.

	La misión fundamental del Ministerio de Educación y Cultura es garantizar una educación de calidad a fin de contribuir al mejoramiento de las condiciones de vida de toda la población",http://www.mec.gov.py/cms/entradas/293743-difusion-de-datos-de-funcionarios-del-mec,2.5,13527
14843,14845,secretaria-nacional-por-los-derechos-humanos-de-las-pesonas-con-discapacidad,1172262,http://www.senadis.gov.py/,Secretaría Nacional por los Derechos Humanos de las Pesonas con Discapacidad (SENADIS),Secretaría Nacional por los Derechos Humanos de las Pesonas con Discapacidad (SENADIS),http://www.senadis.gov.py/,"La Secretaría Nacional por los Derechos de las Personas con Discapacidad (SENADIS), dependiente  de la Presidencia de la República del Paraguay, es la institución del Estado que tiene la función de formular, impulsar y vigilar el cumplimiento de Políticas Nacionales relacionadas con la discapacidad, acordes a las obligaciones derivadas de los tratados internacionales de Derechos Humanos, con el propósito de construir una sociedad inclusiva, que logre la igualdad de oportunidades, participación,  accesibilidad y el ejercicio pleno de los derechos  de las Personas con Discapacidad.",Yeruti  y Jacaranda – Fernando de la Mora Zona Norte – Barrio IPVU,gabinetesenadis@gmail.com,"Gabinete: (59521) 670-665
	Planificación: (59521) 670-093
	Central: (59521) 670-593   (59521) 670-569",,Fernando de la Mora - Paraguay,,Lic. Rocío Soledad Florentín Gómez,"Ser una institución reconocida en el ámbito nacional e internacional por los importantes avances en el logro de la construcción de una sociedad inclusiva, solidaria basada en el reconocimiento y goce pleno de los derechos humanos, que contribuye a superar la inequidad, la inclusión, la discriminación y la pobreza de las PcD, mediante la efectiva defensa, promoción y protección de sus derechos.","Garantizar la igualdad de oportunidades, la inclusión social, el respeto de los derechos, la participación en el diálogo social la accesibilidad de las PcD, con miras a mejorar su calidad de vida y en consecuencia la de sus familias y en el entorno, adoptando gradualmente las medidas necesarias para el efectivo complacimiento de las políticas públicas basadas en la Constitución Nacional y en la Conversión por los derechos de las PcD.",SIn Datos,2,13527
63505,63507,servicio-nacional-de-calidad-y-salud-animal-senacsa-,1172367,Servicio Nacional de Calidad y Salud Animal (SENACSA),Servicio Nacional de Calidad y Salud Animal,Servicio Nacional de Calidad y Salud Animal,http://www.senacsa.gov.py,"La necesidad de integrar en un solo organismo las actividades relativas a la salud animal y salud pública a fin de cubrir toda la cadena de producción y brindar mayor cobertura ,
eficiencia y confiabilidad a los servicios prestados por la Institución, llevo a la promulgación el 28 de julio del 2004 de la Ley Nº 2.426, por la cual se crea el Servicio Nacional de Calidad y Salud Animal (SENACSA),
 Ente autárquico y autónomo que unifica el Servicio Pecuario Oficial del Paraguay integrando al Servicio Nacional de Salud Animal., creado por Ley Nº 99/91 y las Direcciones de Protección Pecuaria (DPP) y
Normas de Control de Alimentos de Origen Animal (DINOCOA) del Viceministerio de Ganadería creadas por Ley 81/92",Km 10 1/2 Ruta Mcal. Estigarribia,info@senacsa.gov.py,+595 21 505 727 / 501 374,,San Lorenzo - Paraguay,,Hugo Idoyaga,Servicio Pecuario Oficial promoviendo la Competitividad del Sector para el Desarrollo.,"Apoyar la política pecuaria nacional.
	
		Incrementar la competitividad, la sostenibilidad y la equidad.
	
		Fomentar la productividad con calidad animal.
	
		Preservar la sanidad animal y la salud pública.
	
		Garantizar la inocuidad de los alimentos.
	
		Fomentar el desarrollo económico con responsabilidad social y medio ambiental.","http://www.senacsa.gov.py/web/pdf/nomina_funcionarios/listado_funcionarios_permanentes.pdf

	http://www.senacsa.gov.py/web/pdf/nomina_funcionarios/listado_funcionarios_contratados.pdf",1.5,13527
14703,14705,secretaria-nacional-de-cultura,1172463,http://www.cultura.gov.py,Secretaría Nacional de Cultura,Secretaría Nacional de Cultura (SNC),http://www.cultura.gov.py,"La Secretaría Nacional de Cultura, creada por la Ley 3051/06 Nacional de Cultura, es el ente regulador de las políticas culturales de la República del Paraguay.",Sede central EEUU 284 esq. Mcal. Estigarribia,contacto@cultura.gov.py,(021)442515/6  (021) 492548,,Asunción - Paraguay,,Arq. Mabel Causarano,"Su visión es ser una institución confiable, transparente y pluralista, consagrada a la protección de la riqueza y la diversidad cultural, a la promoción y defensa de las diferentes manifestaciones artísticas y culturales, reforzando la identidad nacional en una sociedad más justa, cohesionada e integradora.","Su misión es promover las condiciones necesarias para el ejercicio de los derechos culturales por parte de ciudadanos y colectividades, a través de la incorporación de la dimensión cultural en las diferentes políticas públicas del Estado, la descentralización de la gestión cultural y la promoción de la participación ciudadana.",http://www.cultura.gov.py/lista-de-nomina-de-funcionarios-de-la-snc/?preview=true&amp;preview_id=18470,1.6,13527
14821,14823,secretaria-de-politicas-linguisticas,1172479,http://www.spl.gov.py,Secretaría de Políticas Lingüísticas (SPL),Secretaría de Políticas Lingüísticas (SPL),http://www.spl.gov.py,"Es un órgano dependiente de la Presidencia de la República, y la autoridad de aplicación de la Ley Nº 4251 de Lenguas, que fue promulgada en fecha 29 de diciembre de 2010, y que tiene por objeto establecer las modalidades de utilización de las lenguas oficiales de la República, establecer las medidas adecuadas para promover y garantizar el uso de las lenguas indígenas del Paraguay y asegurar el respeto a la comunicación visogestual o lengua de señas.","Avenida España N° 114 casi Tacuary, Edificio Villa Lorences.",spl@spl.gov.py,(+59521) 491 928,,Asunción - Paraguay,,Ladislaa Alcaraz,"Una Secretaría de gestión eficaz, eficiente y participativa, cohesionada internamente y articulada con  los demás estamentos del Estado, las gobernaciones, los municipios, y con la sociedad toda, a fin de impulsar el uso oral y escrito de las lenguas oficiales, ejecutando políticas lingüísticas tendientes a salvaguardar el carácter pluricultural y plurilíngüe de la nación, el respeto de los derechos lingüísticos y la preservación de las lenguas y culturas indígenas.","La Secretaría de Políticas Lingüísticas (SPL) es un órgano del Estado paraguayo que funciona bajo dependencia directa de la Presidencia de la República, responsable de la aplicación de la Ley de lenguas; asimismo de la investigación y planificación del uso de las lenguas, en especial de las oficiales, en todos los ámbitos. Además, vela por la preservación, la promoción, la valoración y el uso de las lenguas indígenas y no indígenas del país.",Sin Datos,2,13527
