id_article;id_servicio;id_institucion;id_version;nombre;url;descripcion;proveedor;tipo_servicio;producto;nombre_alternativo;direccion;email;telefono;canal_disponible;alcance;audiencia;operador;version;structureid
29044;29046;13746;670445;Autorización para importación de productos para diagnóstico de uso in vitro;http://www.mspbs.gov.py;Autorización para importación de productos para diagnóstico de uso in vitro en cumplimiento de la Resolución S.G Nº 232/99 del Ministerio de Salud Publica y Bienestar Social.;"MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL
Laboratorio Central de Salud Pública (LCSP)
DIRECCION DE REGISTROS, HABILITACION Y CONTROL";Autorización para importación de productos para diagnóstico de uso in vitro en cumplimiento de la resolución S.G Nº 232/99 del Ministerio de Salud Publica y Bienestar Social.;Autorización;"";Avenida Venezuela y Florida;dirhabi@lcsp.gov.py;"595 (21) 292 653 Int. 124
595 (21) 294 999";"El trámite es presencial, cuando la presencia física de la persona es indispensable para realizar el trámite.";Territorio Nacional;Ciudadanía;http://www.tramitesparaguay.gov.py/autorizacion-para-importacion-de-productos-para-diagnostico-de-uso-in-vitro/;1.5;11057
29060;29062;13675;610390;Actualización de antigüedad del docente o funcionario administrativo;http://www.mec.gov.py;Verificación de la documentación a pedido del docente o funcionario administrativo a fin de actualizar su antiguedad.;"MINISTERIO DE EDUCACIÓN Y CULTURA /
Dirección General de Gestión del Talento Humano";Gestión de talento humano;Actualización de ficha personal del funcionario;-;Mariscal Lopez y Juan de Mena - Edificio Rieder;SD;595 (233) 204 293;"";Territorio Nacional;Ciudadanía;http://www.tramitesparaguay.gov.py/recepcion-de-ficha-personal-para-actualizacion-de-antiguedad-de-docentes-y-funcionarios-administrativos/;1.4;11057
29100;29102;13675;610371;Certificado para ex misioneros extranjeros o nacionales;http://www.mec.gov.py;"Documento solicitado por la Entidad para ex-misioneros extranjeros o nacionales, cuyos datos se encuentren asentados en el Registro Nacional de Culto.";"MINISTERIO DE EDUCACIÓN Y CULTURA /
Vice Ministerio de Culto";"Certificados, Antecedentes, Constancias";Certificado de registro;-;Estrella casi Alberdi / Edif. City - 2° piso -Asunción;SD;595 (21) 493 476;"";Global;ONGs;http://www.tramitesparaguay.gov.py/certificado-para-ex-misioneros-extranjeros-o-nacionales/;1.2;11057
29119;29121;13746;670401;Habilitación y registro de servicios extra hospitalarios públicos y privados (ambulancias).;http://www.mspbs.gov.py;"Solicitud de habilitación y registro de servicios extra hospitalarios públicos y privados (ambulancias), conforme lo establece la Ly 836/80 del Código Sanitario y sus reglamentaciones vigentes.";"MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL

Departamento de Establecimientos de Salud y Afines";"Solicitud de habilitación y registro de servicios extra hospitalarios públicos y privados (ambulancias), conforme lo establece la ly 836/80 del código sanitario y sus reglamentaciones vigentes.";Habilitacion y registro;"";Brasil y Manuel Dominguez;dcpyes@mspbs.gov.py;595 (21) 204-654 204-714;"El trámite es presencial, cuando la presencia física de la persona es indispensable para realizar el trámite.";Territorio Nacional;CIudadanía;http://www.tramitesparaguay.gov.py/habilitacion-y-registro-de-servicios-extra-hospitalarios-publicos-y-privados-ambulancias/;1.6;11057
29134;29136;13675;610330;Asignación de números de convocatorias a concursos públicos de oposición;http://www.mec.gov.py;Verificación y registro de solicitudes de convocatorias a concursos públicos de oposición de las comisiones regionales e institucionales de selección de educadores.;"MINISTERIO DE EDUCACIÓN Y CULTURA /
Dirección General de Gestión del Talento Humano";"Becas, subsidios, premios y concursos";Convocatoria al concurso de oposición;-;Chile 636 c/ General Diaz;talentohumano@mec.gov.py;talentohumano@mec.gov.py;"";Territorio Nacional;Ciudadanía;http://www.tramitesparaguay.gov.py/asignacion-de-numeros-de-convocatorias-a-concursos-publicos-de-oposicion/;1.4;11057
29143;29145;13655;590404;Exclusión de la planilla;http://www.hacienda.gov.py;Exclusión de la planilla de pago del beneficio de la jubilación y/o de la pensión.;"MINISTERIO DE HACIENDA

Dirección General de Jubilaciones y Pensiones";Pensión y jubilaciones;Exclusión de la planilla de beneficiarios;-;Iturbe y Simón Bolivar (1a. Ptda) Asunción;jubilaciones@hacienda.gov.py;"595 (21) 493 723 / 449 942
Fax : 595 (21) 441 690";"";Territorio Nacional;Jubilado beneficiario;http://www.tramitesparaguay.gov.py/exclusion-de-la-planilla/;1.4;11057
29166;29168;13675;610278;Beca de grado para funcionarios del MEC;http://www.mec.gov.py;Solicitud realizada por funcionarios y/o familiares de funcionarios del MEC a la Secretaría de la Función Pública la que concede becas de grado por convenio con determinadas Universidades.;"MINISTERIO DE EDUCACIÓN Y CULTURA /
Dirección General de Gestión del Talento Humano
Mariscal Lopez y Juan de Mena / Edif. Rieder - Asunción";"Becas, Subsidios, premios y Concursos";Beca;-;Mariscal Lopez y Juan de Mena / Edif. Rieder - Asunción;talentohumano@mec.gov.py;595 (233) 458 465 / 204 293;"";Territorio Nacional;Funcionarios del MEC;http://www.tramitesparaguay.gov.py/beca-de-grado-para-funcionarios-del-mec/;1.6;11057
29183;29185;13746;669016;Expedición de constancias;http://www.mspbs.gov.py;"Expedición de constancia de buenas prácticas, vigencia de marca y calidad a Empresas Importadoras de Reactivos para diagnósticos de uso in Vitro, en cumplimiento de las Res Nº 230/99";"MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL

Laboratorio Central de Salud Pública (LCSP)

DIRECCION DE REGISTROS, HABILITACION Y CONTROL";"Expedición de constancia de buenas prácticas, vigencia de marca y calidad a Empresas Importadoras de Reactivos para diagnósticos de uso in Vitro, en cumplimiento de las Res Nº 230/99";Expedición de constancia;"";Avenida Venezuela y Florida;dirhabi@lcsp.gov.py;"595 (21) 292 653 Int.124 /132
595 (21) 294 999";"El trámite es presencial, cuando la presencia física de la persona es indispensable para realizar el trámite.";Territorio Nacional;Empresas Importadoras de Reactivos;http://www.tramitesparaguay.gov.py/expedicion-de-constancias/;1.3;11057
29194;29196;13746;668979;Cierre de la práctica de radioterapia con fuente radioactiva (teleterapia y braquiterapia);http://www.mspbs.gov.py;Solicitud para la obtención de la clausura o la baja de equipos o fuentes de radiación ionizante de las prácticas médicas TIPO I.;"MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL

Dirección de Protección Contra las Radiaciones de Uso y Aplicación en Medicina
Área
DEPARTAMENTO DE PROTECCION RADIOLOGICA";Solicitud para la obtención de la clausura o la baja de equipos o fuentes de radiación ionizante de las prácticas médicas tipo-i.;Certificados de clausura de equipos;"";Brasil y Manuel Dominguez;radiologia.mspbs@gmail.com;595 (21) 204-714;"El trámite es presencial, cuando la presencia física de la persona es indispensable para realizar el trámite.";Territorio Nacional;CIudadanía;http://www.tramitesparaguay.gov.py/cierre-de-la-practica-de-radioterapia-con-fuente-radioactiva-teleterapia-y-braquiterapia/;1.2;11057
29205;29207;13636;29216;Legalización de certificado de estudios;http://www.mre.gov.py/v1/default.aspx;Consiste en certificar la firma del funcionario autorizado del Ministerio de Educación y Cultura;"Ministerio de Relaciones Exteriores - MRE, Dirección de Legalizaciones";Legalización de documento;Validación de certificado;"";Palma y 14 de Mayo - Palacio Benigno López / Asunción;legalizaciones@mre.gov.py;595 (21) 443 779;Personal;Capital;"Profesionales, Estudiantes, Academias, Universidades";http://www.tramitesparaguay.gov.py/legalizacion-de-certificado-de-estudios/;1.1;11057
29224;29226;13675;610231;Certificación documental;http://www.mec.gov.py;Estudiar y analizar los documentos presentados por el interesado para determinar el perfil para el/los cargo/s a los cuales el educador está habilitado para participar de concursos públicos de oposición y para los movimientos.;"MINISTERIO DE EDUCACIÓN Y CULTURA /
Dirección General de Gestión del Talento Humano";Certificación documental;Certificación;-;Mariscal Lopez y Juan de Mena / Edif. Rieder - Asunción;talentohumano@mec.gov.py;595 (233) 458 465 / 204 293;"";Territorio Nacional;Ciudadanía;http://www.tramitesparaguay.gov.py/certificacion-documental/;1.4;11057
29233;29235;13675;610179;"Certificado para misioneros nacionales y extranjeros, en trámite de radicación";http://www.mec.gov.py;Documento solicitado por la Entidad para misioneros nacionales o para extranjeros que se encuentran tramitando su radicación en el país.;"MINISTERIO DE EDUCACIÓN Y CULTURA /
Vice Ministerio de Culto";"Certificados, Antecedentes, Constancias";Certificado de Documentación Anual;-;Estrella casi Alberdi / Edif. City - 2° piso - Asunción;SD;595 (21) 450 157;"";"H1 { margin-top: 0.42cm; margin-bottom: 0.21cm; page-break-after: avoid; }H1.western { font-family: ""Times New Roman"",serif; }H1.cjk { font-family: ""Droid Sans Fallback""; font-size: 24pt; }H1.ctl { font-family: ""Lohit Hindi""; font-size: 24pt; }P { margin-bottom: 0.21cm; }

	Global";"H1 { margin-top: 0.42cm; margin-bottom: 0.21cm; page-break-after: avoid; }H1.western { font-family: ""Times New Roman"",serif; }H1.cjk { font-family: ""Droid Sans Fallback""; font-size: 24pt; }H1.ctl { font-family: ""Lohit Hindi""; font-size: 24pt; }P { margin-bottom: 0.21cm; }

	Ciudadanos misioneros";http://www.tramitesparaguay.gov.py/certificado-para-misioneros-nacionales-y-extranjeros-en-tramite-de-radicacion/;1.4;11057
29272;29274;13675;605691;Constancia de ingreso y antecedente laboral al personal administrativo y docente;http://www.mec.gov.py;"Solicitud realizada para la obtención de los datos laborales del funcionario (docente o administrativo) tales como: Nombres y Apellidos, número de cédula, código de Institución, Nombre de la Institución, denominación de cargo / rubro, turno, categoría de rubro, asignación, Nº de matricula (docente) y antiguedad.";"MINISTERIO DE EDUCACIÓN Y CULTURA /
Dirección General de Gestión del Talento Humano";Antecedentes y Constancia;Constancia;-;Mariscal Lopez y Juan de Mena / Edif. Rieder - Asunción;talentohumano@mec.gov.py;"595 (233) 204 293 /
Fax: 595 (233) 441 312";"";Territorio Nacional;Personal docente;http://www.tramitesparaguay.gov.py/constancia-de-ingreso-y-antecedente-laboral-al-personal-administrativo-y-docente/;1.4;11057
29283;29285;13655;590377;Foja de servicio;http://www.hacienda.gov.py;"Solicitud del documento en el que constan todas las informaciones relacionadas con el funcionario para, entre otros,  la determinación de su haber.";"MINISTERIO DE HACIENDA

Dirección General de Jubilaciones y Pensiones";Documentación personal;Informaciones relacionadas al funcionario;-;Iturbe y Simón Bolivar (1a. Ptda) Asunción;jubilaciones@hacienda.gov.py;"595 (21) 493 723 / 449 942
Fax : 595 (21) 441 690";"";Territorio nacional;Funcionario;http://www.tramitesparaguay.gov.py/foja-de-servicio/;1.3;11057
29300;29302;13746;668328;"Licencia de la practica tipo II, radiodiagnóstico";http://www.mspbs.gov.py;"Solicitud para la obtención de licencia de la práctica radiológica del tipo II. Las mismas se refieren a rayos X de diagnóstico médico, fijos y móviles,  tomógrafos, mamógrafos, ortopantomógrafo (dental panorámico , almacén transitorios de desechos radiactivos, radiotrazadores y de uso del consultorio).";"MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL

Dirección de Protección Contra las Radiaciones de Uso y Aplicación en Medicina";"Solicitud para la obtención de licencia de la práctica radiológica del tipo II. Las mismas se refieren a rayos X de diagnóstico médico, fijos y móviles,  tomógrafos, mamógrafos, ortopantomógrafo (dental panorámico , almacén transitorios de desechos radiactivos, radiotrazadores y de uso del consultorio).";Licencias;"";Fulgencio R. Moreno y Brasil;mirtha.gamarra.pr@mspbs.gov.py;+595 (21) 204 714;El trámite es personal cuando éste puede ser realizado por el solicitante o por el representante legal.;Territorio Nacional;Ciudadania;http://www.tramitesparaguay.gov.py/licencia-de-la-practica-tipo-ii-radiodiagnostico/;1.9;11057
29311;29313;13675;605684;"Dictamen sobre expedientes remitidos por el Ministerio del Interior en relación a los Estatutos Sociales de la entidad solicitante de personería jurídica, de carácter religioso, filantrópico y sin fines de lucro.";http://www.mec.gov.py;"Dictamen sobre expedientes remitidos por el Ministerio del Interior en relación a los Estatutos Sociales de la entidad solicitante de personería jurídica, de carácter religioso, filantrópico y sin fines de lucro.";"MINISTERIO DE EDUCACIÓN Y CULTURA /
Vice Ministerio de Culto";"H1 { margin-top: 0.42cm; margin-bottom: 0.21cm; page-break-after: avoid; }H1.western { font-family: ""Times New Roman"",serif; }H1.cjk { font-family: ""Droid Sans Fallback""; font-size: 24pt; }H1.ctl { font-family: ""Lohit Hindi""; font-size: 24pt; }P { margin-bottom: 0.21cm; }

	Documentación de inicio de gestión";Dictamen para inscripción;-;Estrella casi Alberdi / Edif. City - 2° piso - Asunción;Sin datos;595 (21) 493 476;"";Territorio Nacional;ONGs;http://www.tramitesparaguay.gov.py/dictamenes-sobre-expedientes-para-reconocimiento-de-personeria-juridica-y-modificacion-de-estatutos-sociales-derivados-del-ministerio-del-interior/;1.5;11057
29336;29338;13675;605629;Control diario de registro;http://www.mec.gov.py;Coordinación y control diario de registro de asistencia de aproximadamente de funcionarios en los puestos de control habilitados.;MINISTERIO DE EDUCACIÓN Y CULTURA  /  Dirección General de Gestión del Talento Humano;Control de gestión;Cuadro demostrativo de asistencia;"";Mariscal Lopez y Juan de Mena / Edif. Rieder - Asunción;talentohumano@mec.gov.py;"595 (21) 233 458 / 465 - 204293  /
Fax. : 595 (21) 447 282";"";Territorio Nacional;Funcionario;http://www.tramitesparaguay.gov.py/control-diario-de-registro/;1.3;11057
29390;29392;13746;634033;Habilitación e inspección de laboratorios de análisis clínicos públicos y privados del Paraguay;"";"Solicitud de Inspección y Habilitación de Laboratorios de Análisis Clínicos Públicos y Privados, conforme a la Resolución S.G Nº 179/2011 del Ministerio de Salud Pública y Bienestar Social";"MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL -

Laboratorio Central de Salud Pública (LCSP) -

DIRECCION DE REGISTROS, HABILITACION Y CONTROL";"Solicitud de Inspección y Habilitación de Laboratorios de Análisis Clínicos Públicos y Privados, conforme a la Resolución S.G Nº 179/2011 del Ministerio de Salud Pública y Bienestar Social";Inspección y Habilitación de Laboratorios;"";Avenida Venezuela y Florida;dirhabi@lcsp.gov.py;"595 (21) 292 653 Int.124 / 132
Faxes
595 (21) 294 999";"El trámite es presencial, cuando la presencia física de la persona es indispensable para realizar el trámite.";Territorio Nacional;Laboratorios de Análisis Clínicos;http://www.tramitesparaguay.gov.py/habilitacion-e-inspeccion-de-laboratorios-de-analisis-clinicos-publicos-y-privados-del-paraguay/;1.6;11057
29433;29435;13746;633971;Licencia y renovación de la práctica tipo I (teleterapia y braquiterapia) y tipo II (medicina nuclear);http://www.mspbs.gov.py;"Solicitud para la obtención de licencia y renovación de prácticas de medicina nuclear (diagnóstico y terapia) teleterapia y braquiterapia (control del trabajador ocupacionalmente expuesto, la instalación de blindaje y evaluación del equipo asociado a la práctica).";"MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL
-
Dirección de Protección Contra las Radiaciones de Uso y Aplicación en Medicina
-
DEPARTAMENTO DE PROTECCION RADIOLOGICA";"Solicitud para la obtención de licencia y renovación de prácticas de medicina nuclear (diagnóstico y terapia) teleterapia y braquiterapia (control del trabajador ocupacionalmente expuesto, la instalación de blindaje y evaluación del equipo asociado a la práctica).";Licencias y renovaciones;"";Brasil y Fulgencio R. Moreno;radiologia.mspbs@gmail.com;(595) 21 204-714;"El trámite es presencial, cuando la presencia física de la persona es indispensable para realizar el trámite.";Territorio Nacional;Ciudadanía;http://www.tramitesparaguay.gov.py/licencia-y-renovacion-de-la-practica-tipo-i-teleterapia-y-braquiterapia-y-tipo-ii-madiicna-nuclear/;1.6;11057
29450;29452;13675;605536;Documentación autenticada emitidos por el Viceministerio de Culto;http://www.mec.gov.py;Solicitud realizada al Viceministerio de culto para la expedición de la documentación autenticada de la entidad registrada.;MINISTERIO DE EDUCACIÓN Y CULTURA  /  Vice Ministerio de Culto;"H1 { margin-top: 0.42cm; margin-bottom: 0.21cm; page-break-after: avoid; }H1.western { font-family: ""Times New Roman"",serif; }H1.cjk { font-family: ""Droid Sans Fallback""; font-size: 24pt; }H1.ctl { font-family: ""Lohit Hindi""; font-size: 24pt; }P { margin-bottom: 0.21cm; }

	Antecedentes, Constancias";"H1 { margin-top: 0.42cm; margin-bottom: 0.21cm; page-break-after: avoid; }H1.western { font-family: ""Times New Roman"",serif; }H1.cjk { font-family: ""Droid Sans Fallback""; font-size: 24pt; }H1.ctl { font-family: ""Lohit Hindi""; font-size: 24pt; }P { margin-bottom: 0.21cm; }

	Documentación autenticada";-;Estrella casi Alberdi / Edif. City - 2° piso;SD;595 (21) 493 476;"";Territorio Nacional;Entidades registradas en el Viceministerio de Culto;http://www.tramitesparaguay.gov.py/expedicion-autenticada-de-documentos-emitidos-por-el-viceministerio-de-culto/;1.3;11057
29475;29477;13675;605510;Copias de decretos y/o resoluciones;http://www.mec.gov.py;"Obtención de copias de Decretos, Resoluciones y constancias del funcionario.";"MINISTERIO DE EDUCACIÓN Y CULTURA /
Dirección General de Gestión del Talento Humano";"Certificados, Antecedentes, Constancias";Copia de Decreto y/o Resolución;-;Chile 636 c/ General Diaz;Sin datos;595 (21) 204 293;"";Territorio Nacional;Funcionario público;http://www.tramitesparaguay.gov.py/copias-de-decretos-yo-resoluciones/;1.5;11057
29492;29494;13675;603662;Emisión anual de carnets a miembros de entidades (extemporáneos o no);http://www.mec.gov.py;Emisión de carnets de miembros de entidades registradas en el Viceministerio de Culto.;MINISTERIO DE EDUCACIÓN Y CULTURA  /  Vice Ministerio de Culto;"H1 { margin-top: 0.42cm; margin-bottom: 0.21cm; page-break-after: avoid; }H1.western { font-family: ""Times New Roman"",serif; }H1.cjk { font-family: ""Droid Sans Fallback""; font-size: 24pt; }H1.ctl { font-family: ""Lohit Hindi""; font-size: 24pt; }P { margin-bottom: 0.21cm; }

	Cédulas de Identidad, Carnets";Carnets de membresía;-;Estrella casi Alberdi / Edif. City - 2° piso;SD;595 (21) 493 476;"";Territorio Nacional;"Miembros de Entidades de culto, ONGs";http://www.tramitesparaguay.gov.py/emision-anual-de-carnets-a-miembros-de-las-entidades-extemporaneos-o-no/;1.3;11057
29503;29505;13675;603509;Copias de Resolución de nombramiento;http://www.mec.gov.py;Recepción y expedición de solicitudes de copia de Resolución de nombramiento.;MINISTERIO DE EDUCACIÓN Y CULTURA  /  Dirección General de Gestión del Talento Humano;Gestión de talento humano;Copia de Resolución de nombramiento;-;Chile 636 c/ General Diaz;SD;595 (21) 498 736;"";Nivel Nacional;Ciudadanía;http://www.tramitesparaguay.gov.py/copias-resolucion-de-nombramiento/;1.5;11057
29524;29526;13675;603484;Actualización de datos de entidades religiosas registradas;http://www.mec.gov.py;"Gestión de actualización de datos de entidades religiosas inscritas en el Registro Nacional del Culto, para la obtención del Certificado de Inscripción.";"MINISTERIO DE EDUCACIÓN Y CULTURA

Vice Ministerio de Culto";"Registros, Inscripciones";Registro actualizado;-;Estrella casi Alberdi / Edif. City - 2° piso;SD;595 (21) 493 476;"";Territorio Nacional;Entidades de culto;http://www.tramitesparaguay.gov.py/inscripcion-de-entidades/;1.5;11057
29535;29537;13675;610517;Cuadro diario de registro de personal;www.mec.gov.py;"Presentación de Registro del personal que presta servicio en una Institución, el cual tiene carácter de declaración jurada.";"MINISTERIO DE EDUCACIÓN Y CULTURA /
Vice Ministerio de Culto";Gestión de talento humano;Registro del Personal actualizado;-;Estrella casi Alberdi / Edif. City - 2° piso -Asunción;SD;"595 (21) 233 458
Fax: 595 (21) 233 458";"";Territorio Nacional;Personal;http://www.tramitesparaguay.gov.py/cuadro-diario-de-registro-de-personal/;1.5;11057
29556;29558;13636;29576;Legalización de certificado de habilitación zoosanitario y control de calidad;http://www.mre.gov.py/v1/default.aspx;Consiste en certificar la firma del funcionario autorizado del Ministerio de Agricultura y Ganadería.;"Ministerio de Relaciones Exteriores - MRE, Dirección de Legalizaciones";Legalización de Documentos;Validación de certificado;"";Palma y 14 de Mayo - Palacio Benigno López / Asunción;legalizaciones@mre.gov.py;595 (21) 443 779;Personal;Capital;"Exportadores Agropecuarios, Ganaderas, Exportadores cárnicos, etc.";http://www.tramitesparaguay.gov.py/legalizacion-de-certificado-de-habilitacion-zoosanitario-y-control-de-calidad/;1.1;11057
29580;29582;13675;610540;Descuentos por llegadas tardías y ausencias injustificadas;http://www.mec.gov.py;Descuentos de salarios realizado a partir de las planillas presentadas por las direcciones de instituciones educativas.;"MINISTERIO DE EDUCACIÓN Y CULTURA /
Dirección General de Gestión del Talento Humano";Gestión de talento humano;Planilla del personal actualizada;-;Chile 636 c/ General Diaz;http://www.mec.gov.py;595 (21) 498 736;"";Territorio Nacional;Instituciones;http://www.tramitesparaguay.gov.py/descuentos-por-llegadas-tardias-y-ausencias-injustificadas/;1.4;11057
29589;29591;13537;464306;Radicación permanente;www.migraciones.gov.py;"Documentar a los ciudadanos extranjeros que vienen con el deseo de permanecer en el país en calidad de residentes permanentes y con el propósito de ocupar una actividad útil para el desarrollo del país, de conformidad con los requisitos previstos en la Ley Nº 978/96 de migraciones";Ministerio del Interior -Dirección General de Migraciones;"Documentar a los ciudadanos extranjeros que vienen con el deseo de permanecer en el país en calidad de residentes permanentes y con el propósito de ocupar una actividad útil para el desarrollo del país, de conformidad con los requisitos previstos en la ley nº 978/96 de migraciones.";Radicación permanente;-;Eligio Ayala Nº201 y Caballero - Asunción;sgral@migraciones.gov.py;595 (21) 446 066 / 492 908;"";Global;Ciudadanía;http://www.tramitesparaguay.gov.py/radicacion-permanente/;1.2;11057
29600;29602;13746;633521;Autenticación de firmas de profesionales;http://www.mspbs.gov.py;"Solicitud de validación del documento emitido por el profesional médico, número de registro y vigencia del mismo, sin juzgar el contenido.";"MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL
-
Dirección de Registro y Control de Profesionales de la Salud";"Solicitud de validación del documento emitido por el profesional médico, número de registro y vigencia del mismo, sin juzgar el contenido.";Validaciones de documentos;"";Brasil y Manuel Dominguez;dcpyes@mspbs.gov.py;(595) 21 204-654;"El trámite es presencial, cuando la presencia física de la persona es indispensable para realizar el trámite.";Global;CIudadanía;http://www.tramitesparaguay.gov.py/autenticacion-de-firmas-de-profesionales/;1.2;11057
29611;29613;13655;590373;Haber de retiro de las FFAA;http://www.hacienda.gov.py;Registro y solicitudes de haberes de retiro jubilatorios para funcionarios de las Fuerzas Armadas de la Nación (FFAA).;"MINISTERIO DE HACIENDA

Dirección General de Jubilaciones y Pensiones";Pensión y jubilaciones;Remuneración jubilatoria;-;Iturbe y Simón Bolivar (1a. Ptda) Asunción;jubilaciones@hacienda.gov.py;"595 (21) 493 723 / 449 942
Fax :  595 (21) 441 690";"";Territorio Nacional;Funcionarios de las Fuerzas Armadas de la Nación (FFAA);http://www.tramitesparaguay.gov.py/haber-de-retiro-de-las-ffaa/;1.3;11057
29667;29669;13675;611106;Elaboración de resoluciones de conformación de comisiones regionales de selección;http://www.mec.gov.py;Elaboración del anteproyecto de resolución de reconocimiento de las comisiones regionales de selección de educadores conforme al reglamento del concurso.;"MINISTERIO DE EDUCACIÓN Y CULTURA
Dirección General de Gestión del Talento Humano";Gestión de talento humano;Elaboración de resoluciones de conformación.;-;Chile entre Gral. Díaz y Eduardo V. Haedo;asdireccionconcurso@gmail.com;595 (21) 498 956;"";Territorio Nacional;Ciudadanía;http://www.tramitesparaguay.gov.py/elaboracion-de-resoluciones-de-conformacion-de-comisiones-regionales-de-seleccion/;1.5;11057
29676;29678;13636;29737;Legalización de certificado de idoneidad;http://www.mre.gov.py/v1/default.aspx;Consiste en certificar la firma del funcionario autorizado de la Dirección Transporte Terrestre;"Ministerio de Relaciones Exteriores, Dirección de Legalizaciones";Legalización de documento;Validación de certificado;"";Palma y 14 de Mayo - Palacio Benigno López / Asunción;legalizaciones@mre.gov.py;595 (21) 443 779;Personal;Capital;Transportistas;http://www.tramitesparaguay.gov.py/legalizacion-de-certificado-de-idoneidad/;1.1;11057
29695;29697;13655;590349;Haber de retiro de las FFPP;http://www.hacienda.gov.py;Registro y solicitud de haberes de retiro jubilatorios para funcionarios de las Fuerzas Policiales (FF.PP).;"MINISTERIO DE HACIENDA

Dirección General de Jubilaciones y Pensiones";Remuneración jubilatoria;Cobro de haberes por retiro jubilatorio;-;Iturbe y Simón Bolivar (1a. Ptda) Asunción;jubilaciones@hacienda.gov.py;"595 (21) 493 723 / 449 942
Fax : 595 (21) 441 690";"";Territorio Nacional;Funcionarios jubilados de las Fuerzas Policiales;http://www.tramitesparaguay.gov.py/haber-de-retiro-de-las-ffpp/;1.4;11057
29706;29708;13746;624351;Junta médica para jubilaciones y pensiones;http://www.mspbs.gov.py;"Solicitud de Junta Médica por parte de funcionarios y herederos de jubilados, para la obtención de jubilaciones y pensiones.";"MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL
Dirección de Registro y Control de Profesionales de la Salud";"Solicitud de junta médica por parte de funcionarios y herederos de jubilados, para la obtención de jubilaciones y pensiones.";Jubilaciones y pensiones;"";Brasil y Manuel Dominguez;dcpyes@mspbs.gov.py;204-654;El trámite es presencial cuando la presencia física de la persona es indispensable para realizar el trámite.;Territorio Nacional;CIudadanía;http://www.tramitesparaguay.gov.py/junta-medica-para-jubilaciones-y-pensiones/;1.5;11057
29717;29719;13675;611094;Legalización de firmas de los representantes de entidades religiosas registradas;http://www.mec.gov.py;Solicitud  de legalización de documentos emanados de instituciones gubernamentales o no gubernamentales inscritas y registradas en el Registro Nacional de Culto.;"MINISTERIO DE EDUCACIÓN Y CULTURA /
Vice Ministerio de Culto";"Legalizaciones, Autenticaciones";Documentación legalizada;-;Estrella casi Alberdi / Edif. City - 2° piso -Asunción;SD;595 (21) 493 476;"";Territorio Nacional;Entidades;http://www.tramitesparaguay.gov.py/legalizacion-de-firmas-de-los-representantes-de-entidades-religiosas-registradas/;1.3;11057
29747;29749;13675;611082;Expedición de resoluciones de escalafón docente;http://www.mec.gov.py;Solicitud realizada por el docente para la expedición de una Resolución en la cual se establece o se actualiza el monto del escalafón a percibir por docente.;"MINISTERIO DE EDUCACIÓN Y CULTURA /
Dirección General de Gestión del Talento Humano";Gestión de talento humano;Expedición de resoluciones de escalafón docente.;-;Mariscal Lopez y Juan de Mena / Edif. Rieder - Asunción;talentohumano@mec.gov.py;595 (233) 458 465 / 204 293;"";Territorio Nacional;Personal docente;http://www.tramitesparaguay.gov.py/expedicion-de-resoluciones-de-escalafon-docente/;1.4;11057
29756;29758;13852;187309;Consulta de expedientes ingresados en mesa de entrada del MIC;"";"";"";Consulta sobre expedientes ingresados;Consulta de información y situación de expedientes;"";"";"";"";"";Global - Central;"Ciudadania, empresas e industrias";Contactar al tel.: 021- 661 662 R.A.;1.4;11057
29773;29775;13746;623751;Registro y habilitación de profesionales de la salud;http://www.mspbs.gov.py;"Solicitud de inscripción y renovación de los registros de profesionales de salud, en sus distintos niveles académicos, según las Resoluciones Ministeriales Nº 844 y 74.";"MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL
Dirección de Registro y Control de Profesionales de la Salud";"Solicitud de inscripción y renovación de los registros de profesionales de salud, en sus distintos niveles académicos, según las resoluciones ministeriales nº 844 y 74.";Registros y habilitaciones;"";Brasil y Manuel Dominguez;dcpyes@mspbs.gov.py;204-654;El trámite es presencial cuando la presencia física de la persona es indispensable para realizar el trámite.;Territorio Nacional;CIudadanía;http://www.tramitesparaguay.gov.py/registro-y-habilitacion-de-profesionales-de-la-salud/;1.7;11057
